face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_from_name,gender_from_name,adjusted_race
detected_faces/CFD-IF-691-007-N_face0.jpg,Latino_Hispanic,Indian,Female,10-19,"[2.6783982e-02 2.7056120e-04 6.0601389e-01 9.3431631e-03 6.5476499e-02
 2.7798998e-01 1.4121851e-02]",[0.01420163 0.00141775 0.03055613 0.95382446],[9.6183045e-05 9.9990380e-01],"[1.2782711e-08 6.3782395e-04 6.2482661e-01 3.6644945e-01 8.0378484e-03
 4.8188493e-05 5.3987424e-08 1.3374012e-09 2.0555758e-11]",Indian Asian,Female,Latino_Hispanic
detected_faces/CFD-BF-002-022-F_face0.jpg,Black,Black,Female,20-29,"[1.3004668e-06 9.9972159e-01 5.0638726e-05 9.2405153e-06 3.4242243e-05
 1.8271587e-04 3.0049202e-07]",[3.5148169e-06 9.9967998e-01 8.0547652e-05 2.3597739e-04],[0.00160026 0.99839973],"[6.36032894e-07 4.56668576e-03 3.18044364e-01 5.63068986e-01
 1.11874096e-01 2.41020066e-03 3.43369866e-05 6.93669392e-07
 4.42673098e-08]",Black,Female,Black
detected_faces/CFD-WM-034-027-F_face0.jpg,White,White,Male,20-29,"[9.9664974e-01 4.2602542e-06 9.7902585e-04 5.1985513e-05 3.4348384e-05
 3.0534202e-06 2.2775840e-03]",[9.9954295e-01 5.8810616e-05 3.7975935e-04 1.8432342e-05],[9.9998391e-01 1.6085645e-05],"[6.0265751e-07 2.7367394e-05 2.2488574e-02 6.1585283e-01 3.1193471e-01
 4.8539355e-02 1.1388159e-03 1.7402963e-05 3.2217594e-07]",White,Male,White
detected_faces/CFD-WF-023-021-HC_face0.jpg,White,White,Female,30-39,"[9.0810865e-01 4.0914758e-05 5.6884572e-02 1.9424633e-03 1.6870422e-03
 1.0273229e-04 3.1233625e-02]",[9.8576987e-01 4.1851899e-04 1.3673328e-02 1.3824728e-04],[1.2753127e-04 9.9987251e-01],"[4.0613190e-07 3.0611984e-05 3.1843337e-03 9.9610053e-02 6.5985215e-01
 2.2946647e-01 7.7111837e-03 1.4345127e-04 1.2886860e-06]",White,Female,White
detected_faces/CFD-WF-008-002-N_face0.jpg,White,White,Female,20-29,"[9.99999881e-01 8.91006886e-12 1.03152935e-08 2.46018832e-08
 1.27468702e-08 2.28175118e-10 1.17329598e-07]",[9.9999744e-01 8.0113676e-09 2.5162244e-06 2.9553636e-08],[6.9096091e-04 9.9930906e-01],"[8.2571404e-07 4.6391439e-04 8.8188030e-02 5.4417783e-01 2.7887866e-01
 8.7493382e-02 7.9012057e-04 6.9008793e-06 3.7233079e-07]",White,Female,White
detected_faces/CFD-WM-033-025-N_face0.jpg,White,White,Male,20-29,"[9.7250193e-01 4.7393623e-06 8.9826752e-03 2.7357824e-05 7.0469279e-05
 7.5721991e-04 1.7655600e-02]",[9.9640894e-01 1.5913720e-04 5.1048608e-04 2.9213880e-03],[9.999999e-01 1.293662e-07],"[1.8636960e-06 2.4847063e-04 5.4277804e-02 7.1170628e-01 2.2839960e-01
 5.3520338e-03 1.3851713e-05 1.2327826e-07 1.4696658e-09]",White,Male,White
detected_faces/CFD-BM-031-030-A_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[8.7974463e-03 1.2594357e-01 8.0962658e-01 3.1409433e-04 1.0608928e-02
 2.9215258e-02 1.5494056e-02]",[0.00147368 0.7782166  0.00342087 0.21688883],[9.9999964e-01 3.0860340e-07],"[1.2980979e-06 5.2284059e-04 2.1860617e-01 6.5110517e-01 1.2444472e-01
 5.2275178e-03 9.1069414e-05 1.1753940e-06 1.2070606e-08]",Black,Male,Latino_Hispanic
detected_faces/CFD-WF-013-015-A_face0.jpg,White,White,Male,30-39,"[9.5331728e-01 4.1675239e-06 4.1576702e-02 3.9575761e-04 4.7967443e-04
 1.3016677e-04 4.0961988e-03]",[9.9984938e-01 3.7719351e-06 5.8185968e-05 8.8639710e-05],[0.7083978  0.29160225],"[1.03526108e-05 3.97493504e-03 1.67821497e-01 3.16665739e-01
 4.56749976e-01 5.40515333e-02 7.19171832e-04 6.75263436e-06
 1.06988146e-07]",White,Female,White
detected_faces/CFD-AF-243-170-N_face0.jpg,East Asian,Asian,Female,20-29,"[6.6562247e-04 3.2604210e-05 1.0813915e-02 5.5042839e-01 4.3605405e-01
 1.8034860e-03 2.0183645e-04]",[4.2829108e-03 2.0430649e-04 9.9189520e-01 3.6175363e-03],[5.9450476e-06 9.9999410e-01],"[8.2533923e-08 9.4230294e-05 2.8390141e-02 7.2374427e-01 2.4125095e-01
 6.4888513e-03 3.0807798e-05 7.0972868e-07 8.2718516e-09]",Asian America,Female,East Asian
detected_faces/CFD-IM-711-011-N_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.10662351 0.00111553 0.7161194  0.00094902 0.00635548 0.11953639
 0.04930064]",[0.4667425  0.01239215 0.1096966  0.41116875],[9.9999976e-01 2.4835529e-07],"[5.4278453e-06 8.2592778e-03 4.6820536e-01 4.8832500e-01 3.4354586e-02
 8.4381690e-04 6.2848153e-06 2.0401870e-07 2.1395214e-09]",Indian Asian,Male,Latino_Hispanic
detected_faces/CFD-WF-206-147-N_face0.jpg,White,White,Female,20-29,"[9.5432681e-01 1.2084316e-05 3.9130948e-02 8.0177438e-04 2.1241214e-04
 3.9567059e-04 5.1201889e-03]",[9.9468642e-01 8.9754220e-05 2.0650432e-03 3.1587863e-03],[3.7994123e-06 9.9999619e-01],"[1.0227006e-08 8.6513473e-06 1.4852146e-02 6.9096893e-01 2.8866774e-01
 5.4828399e-03 1.9449621e-05 1.5835724e-07 9.5589403e-10]",White,Female,White
detected_faces/CFD-WM-033-014-A_face0.jpg,White,White,Male,30-39,"[9.7126824e-01 2.0780046e-06 6.2742108e-03 5.7052932e-07 4.9774962e-06
 3.7008666e-03 1.8749008e-02]",[9.94312465e-01 1.30865257e-04 1.20042976e-04 5.43657783e-03],[1.0000000e+00 1.3395686e-08],"[1.7179259e-06 3.4775003e-04 7.2619192e-02 4.2767522e-01 4.3445903e-01
 6.4632975e-02 2.6330896e-04 8.2100394e-07 6.3361298e-09]",White,Male,White
detected_faces/CFD-LM-209-111-N_face0.jpg,East Asian,Asian,Male,20-29,"[2.0972176e-01 2.2965857e-04 1.2972593e-01 4.1839695e-01 2.3762338e-01
 4.3718991e-04 3.8651209e-03]",[0.33043236 0.00346269 0.65333074 0.0127742 ],[9.9991894e-01 8.1054852e-05],"[7.3970865e-09 5.9834870e-06 1.3538857e-01 8.3039397e-01 3.4030266e-02
 1.8030255e-04 8.7031657e-07 2.4735007e-08 4.6625237e-10]",Latino/a,Male,East Asian
detected_faces/CFD-WM-002-009-N_face0.jpg,Middle Eastern,White,Male,30-39,"[1.1925507e-01 1.3504998e-04 1.2210562e-01 1.2155988e-03 1.2749422e-03
 7.1735145e-03 7.4884021e-01]",[9.1615862e-01 2.7146071e-04 1.4856648e-02 6.8713218e-02],[9.9995452e-01 4.5447592e-05],"[6.2878448e-06 4.3957181e-05 2.6768935e-03 3.8038728e-01 5.9005862e-01
 2.6663626e-02 1.6142969e-04 1.9495876e-06 2.6692874e-08]",White,Male,Latino_Hispanic
detected_faces/CFD-BF-248-149-N_face0.jpg,Black,Black,Female,30-39,"[3.0153507e-05 9.9827921e-01 1.1959433e-03 9.7773427e-06 5.4815973e-05
 4.2573432e-04 4.3188024e-06]",[3.8998380e-05 9.9914443e-01 1.7424895e-04 6.4227794e-04],[2.6988049e-04 9.9973005e-01],"[4.3174754e-07 6.1120387e-05 5.4254788e-03 2.7269560e-01 6.3952929e-01
 7.9262078e-02 2.9938107e-03 3.1712334e-05 4.8085752e-07]",Black,Female,Black
detected_faces/CFD-AF-252-135-N_face0.jpg,East Asian,Asian,Female,20-29,"[5.5314705e-04 1.4648459e-06 1.4670966e-03 8.2674193e-01 1.7110980e-01
 9.1570881e-05 3.4940898e-05]",[7.7577023e-04 2.0126921e-04 9.9828762e-01 7.3535653e-04],[0.02530371 0.97469634],"[3.3788925e-07 1.6996952e-03 2.5739276e-01 7.2605020e-01 1.4774454e-02
 8.2338069e-05 2.6906707e-07 1.4401692e-08 3.5565101e-10]",Asian America,Female,East Asian
detected_faces/CFD-AF-202-122-N_face0.jpg,Southeast Asian,Asian,Male,20-29,"[3.3042816e-04 7.5863354e-04 6.9991827e-02 8.3940327e-02 8.4084481e-01
 4.0749549e-03 5.8983471e-05]",[0.00280819 0.0197337  0.92959845 0.04785967],[0.6021743 0.3978257],"[5.5435610e-08 4.1597490e-05 1.2562372e-01 7.9465580e-01 7.8146003e-02
 1.5224325e-03 1.0222677e-05 2.1827819e-07 3.9973820e-09]",Asian America,Female,Southeast Asian
detected_faces/CFD-BM-248-128-N_face0.jpg,Black,Black,Male,20-29,"[3.4163608e-03 8.3240718e-01 1.4196166e-01 2.1175412e-04 6.3595851e-03
 5.6761680e-03 9.9672219e-03]",[5.5506389e-04 9.9691653e-01 2.7820727e-04 2.2502514e-03],[9.9980402e-01 1.9592677e-04],"[1.8429995e-07 1.1951697e-04 2.5657505e-01 7.1602964e-01 2.6596682e-02
 6.7119696e-04 7.5026051e-06 1.5867344e-07 5.6636602e-09]",Black,Male,Black
detected_faces/CFD-WM-011-002-N_face0.jpg,White,White,Male,30-39,"[9.2571115e-01 4.5817058e-05 3.2652561e-02 5.7403119e-03 4.3742172e-03
 5.7772320e-04 3.0898284e-02]",[0.921614   0.00225946 0.0680012  0.00812528],[9.9999744e-01 2.5084150e-06],"[5.1535847e-07 3.5693192e-05 7.5754989e-03 4.5688400e-01 5.1191890e-01
 2.3410195e-02 1.7417688e-04 1.0536851e-06 1.5413297e-08]",White,Male,White
detected_faces/CFD-BM-017-021-N_face0.jpg,Black,Black,Male,20-29,"[8.74977559e-06 9.98831034e-01 8.34930746e-04 4.63421520e-06
 1.09727385e-04 2.05174409e-04 5.66710469e-06]",[2.9642763e-06 9.9972677e-01 5.1986928e-05 2.1834602e-04],[9.9959850e-01 4.0154447e-04],"[5.4026833e-07 9.0726680e-06 9.3533052e-03 4.9513841e-01 4.0731904e-01
 8.2369134e-02 5.7560592e-03 5.1816809e-05 2.5692277e-06]",Black,Male,Black
detected_faces/CFD-WM-033-006-HC_face0.jpg,White,White,Male,20-29,"[9.7830045e-01 1.5133085e-05 1.0320889e-02 4.4257642e-05 9.9501856e-05
 1.8154136e-03 9.4043799e-03]",[9.9752551e-01 2.3637587e-04 1.3031121e-04 2.1078386e-03],[9.9999994e-01 5.7015200e-08],"[2.34161416e-06 1.01530495e-04 2.12205611e-02 5.56945741e-01
 3.97578180e-01 2.39291377e-02 2.20494650e-04 1.98058160e-06
 2.10989892e-08]",White,Male,White
detected_faces/CFD-WF-038-030-A_face0.jpg,White,White,Female,20-29,"[9.9770612e-01 4.0719405e-07 1.4646036e-03 3.2943944e-04 1.2476857e-04
 3.2526984e-06 3.7137727e-04]",[9.8563010e-01 8.8137211e-05 1.4162579e-02 1.1912912e-04],[0.00419923 0.99580073],"[4.8699582e-07 1.0705183e-04 3.6613550e-02 4.7026953e-01 4.4072291e-01
 5.1063228e-02 1.2109226e-03 1.2028276e-05 2.2305440e-07]",White,Female,White
detected_faces/CFD-WF-036-030-HC_face0.jpg,White,White,Male,10-19,"[9.9599290e-01 9.3634291e-09 7.7934026e-05 1.5407610e-05 4.6927294e-06
 3.0682421e-07 3.9088000e-03]",[9.9992752e-01 1.0011664e-06 6.4427863e-05 7.0989095e-06],[0.7449095 0.2550905],"[2.3096820e-06 2.6836016e-03 6.0358453e-01 3.6024302e-01 3.1546790e-02
 1.9260691e-03 1.3388440e-05 2.9086988e-07 7.5223898e-09]",White,Female,White
detected_faces/CFD-WM-023-001-N_face0.jpg,White,White,Male,30-39,"[9.6619028e-01 5.4390612e-06 1.4530070e-02 1.9303393e-04 1.4932161e-04
 3.4140865e-04 1.8590536e-02]",[9.9856955e-01 6.5686014e-05 9.3452673e-04 4.3035319e-04],[9.9999946e-01 4.8481036e-07],"[3.8434746e-06 2.8727005e-05 1.0142063e-03 7.5640962e-02 6.5722519e-01
 2.6209408e-01 3.9739669e-03 1.8831763e-05 1.2295577e-07]",White,Male,White
detected_faces/CFD-LM-224-162-N_face0.jpg,Latino_Hispanic,Black,Male,20-29,"[4.6783194e-02 1.2470036e-01 6.1665893e-01 2.0354862e-04 2.4637873e-03
 3.9905392e-02 1.6928475e-01]",[2.9955686e-03 9.8716629e-01 2.1829062e-04 9.6198274e-03],[9.9999923e-01 7.6565755e-07],"[2.4374168e-07 7.7891615e-05 4.4042941e-02 8.5193789e-01 1.0264136e-01
 1.2920995e-03 7.3685869e-06 1.3141697e-07 1.9477833e-09]",Latino/a,Male,Latino_Hispanic
detected_faces/CFD-IF-644-306-1-N_face0.jpg,Latino_Hispanic,Indian,Female,30-39,"[0.01061364 0.10099111 0.6790269  0.00294448 0.06114827 0.13616832
 0.00910741]",[0.02062221 0.08975791 0.01165778 0.8779621 ],[0.00607089 0.99392915],"[1.65181561e-07 3.80435017e-06 4.11049323e-03 2.96157837e-01
 5.88296413e-01 1.07814774e-01 3.58020049e-03 3.59309997e-05
 3.15474551e-07]",Indian Asian,Female,Latino_Hispanic
detected_faces/CFD-LF-203-066-N_face0.jpg,Latino_Hispanic,Asian,Female,20-29,"[2.6119614e-02 4.0264762e-04 4.7514504e-01 1.9653961e-01 2.9902619e-01
 2.0038267e-03 7.6306262e-04]",[0.03530325 0.00324019 0.9580956  0.00336094],[4.9559498e-04 9.9950445e-01],"[2.1224773e-08 3.4733745e-05 9.3002930e-02 8.1345779e-01 9.2859976e-02
 6.4245804e-04 2.0599889e-06 3.3034606e-08 2.3891139e-10]",Latino/a,Female,Latino_Hispanic
detected_faces/CFD-WF-034-033-HO_face0.jpg,Latino_Hispanic,White,Female,20-29,"[1.9420260e-01 1.4956009e-04 7.1099830e-01 6.1583091e-03 5.9336368e-03
 8.9750243e-03 7.3582582e-02]",[0.8830336  0.00175403 0.03049685 0.08471557],[4.9268233e-04 9.9950731e-01],"[1.9791104e-08 2.7202923e-06 6.9289734e-03 5.0983679e-01 4.6072701e-01
 2.2257194e-02 2.4513112e-04 2.2337520e-06 1.2487355e-08]",White,Female,Latino_Hispanic
detected_faces/CFD-BF-009-019-F_face0.jpg,Black,Black,Female,20-29,"[1.52580405e-05 7.60321379e-01 4.56523104e-03 1.02531363e-03
 1.30516827e-01 1.03488564e-01 6.74958064e-05]",[1.2639529e-05 8.4759247e-01 4.3466505e-02 1.0892844e-01],[0.1502659 0.8497341],"[2.2970319e-07 2.7383759e-04 1.7955396e-01 7.2920108e-01 8.8382296e-02
 2.5683837e-03 1.9709882e-05 5.8760293e-07 3.1925893e-08]",Black,Female,Black
detected_faces/CFD-WM-037-063-F_face0.jpg,White,White,Male,20-29,"[9.9705780e-01 2.5006160e-05 1.2159869e-03 3.5117744e-05 2.8501867e-05
 3.1698560e-06 1.6345161e-03]",[9.9933988e-01 1.6386116e-04 4.6101282e-04 3.5241355e-05],[0.97432965 0.02567041],"[5.8930752e-08 3.5626257e-05 2.5703925e-01 7.1135980e-01 3.0437594e-02
 1.1064740e-03 2.0656240e-05 5.6546304e-07 1.7425062e-08]",White,Male,White
detected_faces/CFD-WF-026-017-HO_face0.jpg,Latino_Hispanic,White,Female,40-49,"[3.2505319e-01 6.3972769e-04 6.5064293e-01 3.1021112e-03 2.0960951e-03
 4.4300822e-03 1.4035885e-02]",[0.8769996  0.01197953 0.05463442 0.05638648],[0.04796287 0.95203716],"[7.7748986e-08 1.4054321e-07 1.1830954e-04 1.5957376e-02 3.6231768e-01
 5.3532660e-01 8.4617324e-02 1.6576382e-03 4.7863118e-06]",White,Female,Latino_Hispanic
detected_faces/CFD-WM-014-008-HC_face0.jpg,White,White,Male,30-39,"[9.1990483e-01 4.3514556e-05 4.8376542e-02 2.9345157e-03 1.4524143e-03
 6.7077047e-04 2.6617547e-02]",[9.9355245e-01 2.0807383e-04 5.0570657e-03 1.1824407e-03],[9.999540e-01 4.598424e-05],"[1.1030277e-06 3.8173202e-06 2.1154783e-04 3.0620631e-02 6.1774558e-01
 3.3893427e-01 1.2436010e-02 4.6775542e-05 2.7622096e-07]",White,Male,White
detected_faces/CFD-WM-234-118-N_face0.jpg,White,White,Male,20-29,"[9.9091578e-01 2.0047203e-06 2.2167114e-03 3.9609946e-05 2.3525343e-05
 9.4802499e-06 6.7928773e-03]",[9.9995190e-01 7.3454171e-06 2.7180973e-05 1.3507475e-05],[9.9999982e-01 2.3110456e-07],"[3.8721478e-06 7.9507398e-04 2.2358806e-01 6.8376637e-01 8.9378431e-02
 2.4491602e-03 1.8857401e-05 2.0128789e-07 1.9113613e-09]",White,Male,White
detected_faces/CFD-BF-011-005-HC_face0.jpg,Black,Black,Female,20-29,"[1.9826484e-06 9.9963826e-01 2.2871706e-04 1.4381559e-06 2.8119022e-05
 1.0113571e-04 3.6360476e-07]",[3.2714552e-06 9.9974602e-01 7.5765252e-05 1.7492709e-04],[1.2071103e-04 9.9987930e-01],"[2.4331233e-05 5.6258999e-03 1.1247378e-01 4.4343680e-01 4.1023532e-01
 2.6747692e-02 1.3872801e-03 6.6199667e-05 2.7140618e-06]",Black,Female,Black
detected_faces/CFD-LM-226-175-N_face0.jpg,Latino_Hispanic,Indian,Male,30-39,"[0.03648562 0.00169536 0.49623716 0.00138008 0.00494177 0.14896624
 0.31029373]",[0.1727545  0.01160383 0.01830846 0.79733324],[9.9996358e-01 3.6406374e-05],"[6.4297105e-06 1.1328480e-04 4.0592826e-03 1.8901639e-01 6.8539673e-01
 1.1944391e-01 1.9473854e-03 1.6392312e-05 2.0090533e-07]",Latino/a,Male,Latino_Hispanic
detected_faces/CFD-LF-221-002-N_face0.jpg,Latino_Hispanic,Indian,Female,20-29,"[3.2792587e-02 1.4032633e-04 8.3397055e-01 1.4433251e-02 1.8873869e-02
 7.1961708e-02 2.7827779e-02]",[0.18129764 0.00207727 0.02187229 0.79475284],[0.00161983 0.9983801 ],"[1.01083955e-07 1.51107262e-04 2.31168225e-01 6.84376121e-01
 8.34120139e-02 8.89006944e-04 3.31040792e-06 7.15226065e-08
 6.79623469e-10]",Latino/a,Female,Latino_Hispanic
detected_faces/CFD-BM-028-002-N_face0.jpg,Black,Black,Male,10-19,"[2.1457028e-05 9.9382180e-01 8.5395260e-04 1.4634301e-06 3.3743676e-05
 5.1660812e-03 1.0149444e-04]",[4.4700023e-06 9.9983507e-01 5.8161359e-06 1.5466913e-04],[9.9993068e-01 6.9325746e-05],"[3.6619240e-06 4.8274044e-03 4.9446541e-01 4.7400460e-01 2.5421089e-02
 1.2629498e-03 1.4490298e-05 4.4973476e-07 1.5154653e-08]",Black,Male,Black
detected_faces/CFD-WF-024-031-F_face0.jpg,White,White,Female,30-39,"[9.9601650e-01 7.1544235e-07 1.2026061e-03 1.7944099e-04 5.9682468e-05
 7.1514633e-06 2.5337827e-03]",[9.9937254e-01 3.7894810e-05 5.3620053e-04 5.3272095e-05],[1.7348409e-04 9.9982655e-01],"[1.18282756e-07 6.77670778e-06 4.36019991e-03 2.90248305e-01
 5.87488890e-01 1.14017554e-01 3.78971989e-03 8.77940984e-05
 7.39299765e-07]",White,Female,White
detected_faces/CFD-IF-612-149-N_face0.jpg,Middle Eastern,Indian,Female,20-29,"[8.2999878e-03 3.8903899e-04 1.2708259e-01 1.5532161e-04 8.0348708e-04
 1.6583782e-01 6.9743174e-01]",[0.11323329 0.02394764 0.00498045 0.85783863],[0.00816396 0.991836  ],"[6.3493087e-07 9.6951652e-04 2.2303453e-01 7.3219770e-01 4.3277808e-02
 5.1735720e-04 2.4124115e-06 7.0802649e-08 1.6341289e-09]",Indian Asian,Female,Indian
detected_faces/CFD-AM-239-147-N_face0.jpg,East Asian,Asian,Male,30-39,"[3.6744641e-05 3.8625873e-07 3.0771515e-04 9.2845184e-01 7.1180657e-02
 2.0267011e-05 2.4392596e-06]",[3.8530994e-05 2.5599904e-06 9.9986190e-01 9.7054755e-05],[1.000000e+00 3.294523e-08],"[4.09663876e-08 2.29420925e-06 2.02169595e-03 3.62584114e-01
 5.92277825e-01 4.22581621e-02 8.42127600e-04 1.36867475e-05
 4.34226983e-08]",Asian America,Male,East Asian
detected_faces/CFD-BF-044-049-F_face0.jpg,Black,Black,Male,20-29,"[7.6796141e-07 9.9051386e-01 1.2830584e-04 3.8338289e-06 1.5340658e-04
 9.1990177e-03 8.6676255e-07]",[1.5905964e-05 9.7745639e-01 6.8318076e-03 1.5695821e-02],[0.7507026 0.2492974],"[7.6631585e-07 9.9325145e-05 4.5730077e-02 5.2580696e-01 3.6274010e-01
 6.3655779e-02 1.9366251e-03 2.8871973e-05 1.5039866e-06]",Black,Female,Black
detected_faces/CFD-BM-041-035-N_face0.jpg,Black,Black,Male,20-29,"[2.1199157e-06 9.9868745e-01 1.7925403e-04 1.0473135e-07 3.1614381e-06
 1.1109042e-03 1.7027027e-05]",[3.5953622e-06 9.9832070e-01 1.0160805e-05 1.6654725e-03],[9.999990e-01 9.807445e-07],"[8.6263249e-08 9.7244701e-06 1.3455255e-02 5.8685482e-01 3.6072502e-01
 3.8400430e-02 5.4950221e-04 5.0594986e-06 8.3821732e-08]",Black,Male,Black
detected_faces/CFD-BM-009-008-A_face0.jpg,Black,Black,Male,20-29,"[3.2497192e-04 8.2366294e-01 4.6548132e-02 3.6291851e-04 1.3315234e-02
 1.1226190e-01 3.5238729e-03]",[8.9217654e-05 9.4797927e-01 6.2287450e-03 4.5702741e-02],[9.9999946e-01 5.5078385e-07],"[2.9924090e-06 6.0503080e-04 1.9606254e-01 6.9659454e-01 9.7014263e-02
 9.5089441e-03 2.0386168e-04 7.6383785e-06 1.4154678e-07]",Black,Male,Black
detected_faces/CFD-WF-216-079-N_face0.jpg,Latino_Hispanic,White,Female,30-39,"[3.6078081e-01 5.2029162e-04 5.9200263e-01 1.4455277e-03 4.6170778e-03
 3.5250492e-03 3.7108615e-02]",[9.9107647e-01 4.5955001e-04 4.6982858e-03 3.7656559e-03],[0.01685914 0.9831409 ],"[5.9677234e-07 4.3234148e-05 5.4043243e-03 1.5344863e-01 7.2397405e-01
 1.1311561e-01 3.9683944e-03 4.4855060e-05 3.4091283e-07]",White,Female,Latino_Hispanic
detected_faces/CFD-WF-250-167-N_face0.jpg,White,White,Female,30-39,"[9.8177910e-01 2.2201230e-06 3.2497109e-03 8.0921157e-04 1.1255490e-04
 5.7384925e-05 1.3989923e-02]",[9.8569298e-01 1.8210671e-04 1.2913969e-02 1.2109715e-03],[2.1501769e-04 9.9978501e-01],"[2.4074119e-08 4.1491935e-06 5.7212724e-03 4.0510717e-01 5.1414222e-01
 7.3527500e-02 1.4763566e-03 2.1102785e-05 2.6499788e-07]",White,Female,White
detected_faces/CFD-WM-018-005-HC_face0.jpg,Middle Eastern,White,Male,30-39,"[2.0799309e-01 1.8311815e-03 5.0660253e-02 6.8214613e-05 2.0400717e-04
 8.1073673e-04 7.3843247e-01]",[9.5086902e-01 4.6842713e-02 2.1252147e-04 2.0756908e-03],[9.9999994e-01 6.5279345e-08],"[1.3028759e-05 1.2201411e-04 4.9000741e-03 2.0285933e-01 6.0076660e-01
 1.8229365e-01 8.8554332e-03 1.8886472e-04 1.0041450e-06]",White,Male,White
detected_faces/CFD-BM-213-134-N_face0.jpg,Black,Black,Male,30-39,"[1.0177222e-06 9.9988842e-01 5.8421389e-05 8.6745501e-07 2.4282956e-05
 2.5639858e-05 1.3541171e-06]",[3.4156826e-06 9.9987197e-01 6.4096857e-05 6.0593757e-05],[9.9997789e-01 2.2169992e-05],"[1.7374641e-05 1.8865267e-04 5.6886734e-03 1.4770074e-01 4.9628028e-01
 3.2333541e-01 2.6215969e-02 5.3874002e-04 3.4222179e-05]",Black,Male,Black
detected_faces/CFD-WM-252-224-N_face0.jpg,Middle Eastern,White,Male,20-29,"[2.3332211e-01 1.5529231e-04 3.0864936e-01 3.7579064e-03 4.3473858e-03
 1.1341890e-02 4.3842599e-01]",[0.9190747  0.00836366 0.01047425 0.06208731],[9.999939e-01 6.082655e-06],"[1.4636532e-05 1.6295988e-03 4.2558476e-02 5.5977923e-01 3.7395799e-01
 2.1821855e-02 2.3573363e-04 2.5103050e-06 3.1776715e-08]",White,Male,Latino_Hispanic
detected_faces/CFD-BM-250-170-N_face0.jpg,Black,Black,Male,30-39,"[3.0614353e-06 9.9969769e-01 1.6252833e-04 4.4444963e-08 1.3903182e-06
 1.2758758e-04 7.7086625e-06]",[1.1723349e-06 9.9999130e-01 2.9685671e-07 7.2650632e-06],[9.9999964e-01 3.2370690e-07],"[2.9419698e-06 2.1105629e-05 3.3343679e-03 2.2634329e-01 5.3881639e-01
 2.2222020e-01 9.0987077e-03 1.6012683e-04 2.8969084e-06]",Black,Male,Black
detected_faces/CFD-IF-730-410-N_face0.jpg,Latino_Hispanic,Indian,Female,20-29,"[7.7690274e-02 1.1337101e-04 4.1871586e-01 1.3097388e-02 1.9863870e-02
 2.4078725e-01 2.2973195e-01]",[0.2702613  0.00191876 0.0511163  0.6767036 ],[1.9840848e-04 9.9980158e-01],"[3.9535775e-09 2.1892007e-05 1.2313570e-01 8.2228094e-01 5.4191992e-02
 3.6879443e-04 6.6465014e-07 1.4743567e-08 2.5385666e-10]",Indian Asian,Female,Latino_Hispanic
detected_faces/CFD-WF-013-003-N_face0.jpg,White,White,Female,20-29,"[9.8918378e-01 7.2098203e-07 5.6286464e-03 9.4255782e-05 7.8066310e-05
 1.0638113e-05 5.0038379e-03]",[9.9940121e-01 5.3634689e-05 5.0138042e-04 4.3854106e-05],[0.0236195  0.97638047],"[2.3632699e-08 2.2456159e-05 4.6110146e-02 7.1559161e-01 2.3507881e-01
 3.1892620e-03 7.6147376e-06 5.1536851e-08 4.8674204e-10]",White,Female,White
detected_faces/CFD-IM-661-254-N_face0.jpg,Latino_Hispanic,Indian,Male,30-39,"[0.06781789 0.00081348 0.63149273 0.00249213 0.00645463 0.11198692
 0.17894216]",[0.2241729  0.01527925 0.06481165 0.6957362 ],[9.999486e-01 5.138916e-05],"[5.8563935e-05 3.0325816e-04 1.1716909e-03 3.0123388e-02 5.5155128e-01
 4.0158719e-01 1.5123029e-02 8.1037026e-05 6.1226211e-07]",Indian Asian,Male,Latino_Hispanic
detected_faces/CFD-BF-025-002-N_face0.jpg,Black,Black,Female,20-29,"[6.4728242e-06 9.9901021e-01 5.6126370e-04 2.7028568e-06 5.7165464e-05
 3.5991141e-04 2.2459385e-06]",[4.7550711e-05 9.9982363e-01 2.1140857e-05 1.0765041e-04],[4.919666e-04 9.995080e-01],"[1.29003104e-06 2.51473463e-03 2.34771967e-01 6.57196105e-01
 1.03712894e-01 1.77913019e-03 2.37208897e-05 2.67470881e-07
 4.96798602e-09]",Black,Female,Black
detected_faces/CFD-WM-040-023-HO_face0.jpg,White,White,Male,20-29,"[9.9404007e-01 2.7620359e-05 3.8674297e-03 2.7051954e-05 5.5099459e-05
 1.7354043e-05 1.9654043e-03]",[9.9905676e-01 5.2918843e-04 5.6688456e-05 3.5727993e-04],[9.9999988e-01 1.0584724e-07],"[7.51327747e-08 1.02364875e-05 2.77818404e-02 7.95082748e-01
 1.64078176e-01 1.26936072e-02 3.50592862e-04 2.74320860e-06
 2.43178544e-08]",White,Male,White
