face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,real_age,age_group_merged
detected_faces_fgnet/047A45_face0.JPG,White,White,Female,40-49,"[9.9878579e-01 3.8589988e-07 3.9585924e-04 1.5031824e-06 1.7025337e-06
 8.2170590e-07 8.1395404e-04]",[9.9995929e-01 1.2391766e-06 3.8736755e-05 6.8352034e-07],[7.2677794e-04 9.9927324e-01],"[1.15916137e-07 9.53533402e-07 1.19592696e-04 5.26444241e-03
 1.41106367e-01 6.63494408e-01 1.84695676e-01 5.26774488e-03
 5.07380537e-05]",45.0,40-59
detected_faces_fgnet/053A13_face0.JPG,White,White,Male,10-19,"[4.8528549e-01 1.2951126e-05 1.0852733e-01 1.6630933e-03 1.0615917e-03
 5.4485337e-03 3.9800099e-01]",[9.7489041e-01 4.3081463e-04 1.0844624e-02 1.3834109e-02],[0.9975035  0.00249646],"[1.4796962e-03 2.8839776e-01 6.0584223e-01 7.4501656e-02 2.4955027e-02
 4.7336784e-03 8.5274114e-05 4.4964677e-06 1.4958339e-07]",13.0,10-19
detected_faces_fgnet/070A02_face0.JPG,Middle Eastern,White,Male,3-9,"[1.5668033e-01 1.5710595e-04 8.7465167e-02 4.1498305e-04 6.7052362e-04
 3.3249326e-02 7.2136253e-01]",[8.2385802e-01 7.7570678e-04 3.9161318e-03 1.7145015e-01],[0.9691809  0.03081912],"[1.0874522e-01 8.8065636e-01 8.9788176e-03 9.1778679e-04 4.4437309e-04
 2.2967745e-04 2.2736500e-05 4.5640509e-06 4.8866843e-07]",2.0,0-9
detected_faces_fgnet/003A35_face0.JPG,White,White,Male,30-39,"[6.0939693e-01 2.4317959e-04 2.4339691e-01 7.3244870e-03 8.5523082e-03
 1.0618134e-02 1.2046811e-01]",[9.7160763e-01 2.2382282e-04 3.2416850e-03 2.4926901e-02],[0.9748575  0.02514248],"[4.9409609e-06 4.8273028e-05 7.0020100e-03 2.4426638e-01 5.4027796e-01
 1.9260857e-01 1.5011915e-02 7.6347037e-04 1.6558870e-05]",35.0,20-39
detected_faces_fgnet/016A01_face0.JPG,White,White,Male,3-9,"[7.2670120e-01 8.2310013e-05 6.8277116e-03 8.1870225e-05 3.8599374e-05
 1.1214342e-04 2.6615620e-01]",[9.9986911e-01 1.4694262e-05 8.0751954e-05 3.5424579e-05],[0.98031574 0.01968428],"[1.9196062e-01 8.0293381e-01 4.7203898e-03 2.0467903e-04 1.1459932e-04
 5.8390702e-05 6.4845331e-06 8.4882890e-07 1.7214434e-07]",1.0,0-9
detected_faces_fgnet/082A22_face0.JPG,Middle Eastern,Indian,Male,10-19,"[3.9330635e-02 2.8745377e-02 2.7246359e-01 4.3932490e-05 2.7766405e-04
 6.8048649e-02 5.9109014e-01]",[0.30092496 0.13205375 0.01475869 0.55226254],[9.9980813e-01 1.9185114e-04],"[6.5967237e-05 9.4801392e-03 3.8184747e-01 3.3228341e-01 2.1389385e-01
 5.9229296e-02 3.1092034e-03 8.9182067e-05 1.4630501e-06]",22.0,10-19
detected_faces_fgnet/039A17_face0.JPG,Middle Eastern,White,Female,20-29,"[2.2220525e-01 1.0030439e-05 9.2860796e-03 2.2224889e-05 5.8713002e-05
 8.2416674e-03 7.6017606e-01]",[9.5711094e-01 3.5648615e-04 1.3481826e-03 4.1184403e-02],[0.01531471 0.9846853 ],"[9.9255685e-06 1.0831456e-03 5.4724082e-02 7.4597454e-01 1.7902042e-01
 1.8046077e-02 1.0589818e-03 7.6230652e-05 6.5692584e-06]",17.0,20-39
detected_faces_fgnet/013A21_face0.JPG,White,White,Male,20-29,"[7.5685817e-01 8.2721948e-05 4.9766358e-02 3.8836201e-04 6.5088441e-04
 6.2209959e-03 1.8603250e-01]",[0.49264097 0.00127677 0.24857469 0.25750756],[0.99657    0.00342994],"[4.3261571e-06 4.0885582e-04 1.0851439e-01 7.2596753e-01 1.4590074e-01
 1.8696340e-02 4.5636526e-04 4.9299604e-05 2.1196804e-06]",21.0,20-39
detected_faces_fgnet/082A16_face0.JPG,White,White,Male,10-19,"[4.0082780e-01 5.0787698e-03 2.0628229e-01 2.9857221e-04 8.7540509e-04
 2.0926556e-02 3.6571071e-01]",[0.7857464  0.02615655 0.00825928 0.17983773],[9.9998605e-01 1.3934232e-05],"[1.8176380e-06 1.1112822e-03 7.3252851e-01 2.5712985e-01 8.6799841e-03
 5.3754263e-04 1.0431220e-05 5.5963642e-07 1.5617644e-08]",16.0,10-19
detected_faces_fgnet/055A14_face0.JPG,Latino_Hispanic,White,Male,20-29,"[3.3131024e-01 3.1362090e-04 5.0487858e-01 5.7086847e-03 4.9314299e-03
 8.5348310e-03 1.4432263e-01]",[9.9047709e-01 4.3000531e-04 4.1699088e-03 4.9229953e-03],[0.9401391  0.05986093],"[6.0563732e-05 5.9189000e-03 1.5967788e-01 6.2080067e-01 1.9373924e-01
 1.9196142e-02 5.4959051e-04 5.3484735e-05 3.5000494e-06]",14.0,20-39
detected_faces_fgnet/058A01_face0.JPG,White,White,Male,0-2,"[8.67006600e-01 4.26089065e-03 2.20864452e-02 2.33787941e-04
 2.44748138e-04 2.72694597e-04 1.05894804e-01]",[9.9937898e-01 1.7889486e-04 1.5666927e-04 2.8553556e-04],[0.8757255  0.12427448],"[6.2792385e-01 3.6856228e-01 2.1973737e-03 7.3116913e-04 3.7668916e-04
 1.6249376e-04 4.0078288e-05 4.9759956e-06 1.0645866e-06]",1.0,0-9
detected_faces_fgnet/074A13_face0.JPG,White,White,Male,10-19,"[8.7459391e-01 7.5081043e-05 3.1596944e-02 1.4364734e-05 5.5299493e-05
 1.3060360e-03 9.2358314e-02]",[9.8906916e-01 2.5045355e-03 1.8812277e-04 8.2381861e-03],[0.96877295 0.03122707],"[2.9764797e-06 3.8959902e-02 9.4117093e-01 1.8317036e-02 1.3722436e-03
 1.7207951e-04 4.2849574e-06 4.9202959e-07 3.4916532e-08]",13.0,10-19
detected_faces_fgnet/073A13_face0.JPG,White,White,Male,20-29,"[9.7147441e-01 3.5499789e-07 4.8526019e-04 1.6967580e-05 1.1235308e-05
 4.4866247e-06 2.8007321e-02]",[9.9852937e-01 1.6764102e-04 5.2422506e-04 7.7872683e-04],[0.5144425  0.48555747],"[3.2798269e-08 1.6297617e-04 4.8778114e-01 4.9457088e-01 1.7202714e-02
 2.8064568e-04 1.5211451e-06 3.9687649e-08 1.3060022e-09]",13.0,20-39
detected_faces_fgnet/006A40_face0.JPG,Latino_Hispanic,Asian,Male,40-49,"[0.06669243 0.0020888  0.62204    0.00605502 0.01030131 0.12001631
 0.17280605]",[0.18455356 0.00254367 0.54077893 0.27212384],[9.9999750e-01 2.5302563e-06],"[4.7686470e-05 2.7969902e-04 7.1041137e-03 8.0985621e-02 4.3867958e-01
 4.4244054e-01 3.0018074e-02 4.4220724e-04 2.4889518e-06]",40.0,40-59
detected_faces_fgnet/057A06_face0.JPG,White,White,Male,3-9,"[8.4123331e-01 6.8024870e-06 2.2926064e-02 1.5015386e-03 9.6260622e-04
 3.1531926e-03 1.3021643e-01]",[9.7265518e-01 8.7249849e-05 2.3708516e-03 2.4886757e-02],[0.9879531  0.01204689],"[1.0922846e-03 5.3819126e-01 4.3856677e-01 1.5221972e-02 4.8075947e-03
 2.0307908e-03 8.1186437e-05 7.7135865e-06 4.1819456e-07]",6.0,0-9
detected_faces_fgnet/082A27_face0.JPG,Middle Eastern,Indian,Male,20-29,"[2.7267465e-01 1.9723538e-03 1.6434738e-01 2.5420159e-04 1.4068759e-03
 1.4881986e-01 4.1052461e-01]",[0.35385588 0.03687492 0.00954235 0.59972686],[9.999950e-01 4.982623e-06],"[5.2409137e-06 2.6273172e-04 3.3538219e-02 6.6843551e-01 2.7369201e-01
 2.3597486e-02 4.5218339e-04 1.6199929e-05 4.8744744e-07]",27.0,20-39
detected_faces_fgnet/033A35_face0.JPG,Latino_Hispanic,Indian,Male,40-49,"[3.3786431e-02 1.2928377e-03 5.6195796e-01 3.0465293e-05 2.5258798e-04
 3.7606987e-01 2.6609823e-02]",[8.3412686e-03 2.0691811e-03 9.0590148e-04 9.8868364e-01],[9.9998248e-01 1.7469283e-05],"[6.6079874e-06 1.0996458e-05 1.5552847e-04 1.4655110e-03 1.3674454e-01
 7.5312096e-01 1.0800920e-01 4.8535044e-04 1.3048788e-06]",35.0,40-59
detected_faces_fgnet/081A12_face0.JPG,Middle Eastern,Indian,Male,10-19,"[8.55054613e-03 1.00721496e-04 4.75439765e-02 1.52533057e-05
 5.94527664e-05 4.88155149e-03 9.38848555e-01]",[0.43361774 0.03146689 0.00530845 0.5296069 ],[9.9991906e-01 8.0949576e-05],"[1.5869495e-05 2.7640638e-01 7.1429962e-01 8.6904606e-03 5.5687875e-04
 3.0608346e-05 1.6422568e-07 1.0668198e-08 1.9557085e-10]",12.0,10-19
detected_faces_fgnet/002A04_face0.JPG,White,White,Male,3-9,"[8.9968455e-01 1.1741238e-05 1.5283153e-02 1.6898137e-05 2.7694146e-05
 2.3408059e-03 8.2635149e-02]",[9.6864814e-01 6.2683667e-04 4.1673574e-04 3.0308198e-02],[0.89216524 0.10783471],"[1.7280253e-03 9.4635355e-01 5.0974343e-02 8.6451776e-04 7.2184106e-05
 7.2798557e-06 8.3549558e-08 4.4520196e-09 9.1472391e-10]",4.0,0-9
detected_faces_fgnet/035A21_face0.JPG,White,White,Male,20-29,"[6.9874340e-01 3.0072127e-04 1.1143851e-01 1.6597527e-03 3.6469288e-03
 2.1686607e-04 1.8399374e-01]",[0.94697267 0.02748783 0.01513209 0.01040733],[9.9982959e-01 1.7043306e-04],"[3.3397992e-08 1.9010893e-05 7.9176851e-02 7.9781926e-01 1.2004588e-01
 2.9227897e-03 1.5983027e-05 2.2354827e-07 3.7772785e-09]",21.0,20-39
detected_faces_fgnet/031A11_face0.JPG,Middle Eastern,White,Male,10-19,"[1.1581544e-01 2.1010057e-06 2.0194015e-02 4.9561735e-05 3.4172393e-05
 5.2909175e-04 8.6337560e-01]",[9.9698228e-01 2.8124497e-05 4.2197335e-04 2.5676696e-03],[0.99827677 0.00172326],"[8.2875398e-05 3.1936797e-01 6.7292529e-01 6.4794314e-03 1.0263455e-03
 1.1659424e-04 1.3254329e-06 1.0195271e-07 2.8191389e-09]",11.0,10-19
detected_faces_fgnet/054A19_face0.JPG,Latino_Hispanic,White,Female,30-39,"[3.9891788e-01 1.2775787e-04 4.9353021e-01 6.9962223e-03 4.0777074e-03
 4.8422692e-03 9.1507912e-02]",[9.2491645e-01 1.1925834e-04 5.5105515e-02 1.9858813e-02],[2.3583624e-04 9.9976420e-01],"[1.1961583e-06 1.9354303e-04 1.3557516e-02 4.1781813e-01 5.2463102e-01
 4.3068361e-02 7.1585184e-04 1.4247095e-05 1.2572633e-07]",19.0,20-39
detected_faces_fgnet/079A12_face0.JPG,Latino_Hispanic,White,Male,10-19,"[0.22210063 0.00718863 0.53558993 0.00617593 0.00869389 0.01793253
 0.20231844]",[0.8863301  0.0648215  0.02131309 0.02753529],[0.9222694  0.07773058],"[3.4018174e-06 2.1313578e-01 7.8471071e-01 1.9193740e-03 2.0937138e-04
 2.0564814e-05 7.3569180e-07 8.9161489e-08 4.8234314e-09]",12.0,10-19
detected_faces_fgnet/017A17_face0.JPG,White,White,Male,10-19,"[7.5683028e-01 3.0106130e-05 1.1462195e-01 9.8804951e-05 1.7312203e-04
 9.9964431e-03 1.1824921e-01]",[9.9201888e-01 8.9793139e-05 7.6472946e-04 7.1265860e-03],[9.9982303e-01 1.7698639e-04],"[9.9370538e-07 5.5622435e-03 9.2510986e-01 6.8119742e-02 1.1597560e-03
 4.7163798e-05 2.8167270e-07 1.3007159e-08 6.3465166e-10]",17.0,10-19
detected_faces_fgnet/014A42_face0.JPG,White,White,Male,30-39,"[9.7913939e-01 2.9892406e-06 5.5051940e-03 4.9490677e-06 1.5267498e-05
 1.5044422e-04 1.5181698e-02]",[9.9979740e-01 6.1040237e-06 2.4518229e-05 1.7197445e-04],[0.5186173  0.48138276],"[2.4930162e-07 5.2320688e-06 5.1834825e-03 3.4114134e-01 4.7256953e-01
 1.7392136e-01 7.0372783e-03 1.3906189e-04 2.4986491e-06]",42.0,20-39
detected_faces_fgnet/031A07_face0.JPG,Middle Eastern,White,Male,3-9,"[1.5959139e-01 1.0824044e-04 1.2593159e-01 3.7876220e-05 6.2497944e-05
 3.6734815e-03 7.1059483e-01]",[9.8944229e-01 3.5297419e-03 5.4834428e-04 6.4795795e-03],[0.9848634  0.01513656],"[1.4810842e-04 8.1171685e-01 1.8768263e-01 4.2098534e-04 2.7888136e-05
 3.4405657e-06 4.8436345e-08 5.7325313e-09 3.5891076e-10]",7.0,0-9
detected_faces_fgnet/056A01_face0.JPG,Middle Eastern,White,Male,0-2,"[3.1365335e-01 9.6842796e-03 1.0497391e-01 4.3987270e-04 6.9616718e-04
 3.4014661e-02 5.3653771e-01]",[0.95249826 0.01396022 0.00581684 0.02772478],[0.8997403  0.10025975],"[9.2955625e-01 6.9809437e-02 2.7710758e-04 1.4515591e-04 1.3715995e-04
 5.2049851e-05 1.9880028e-05 2.6213895e-06 3.7038782e-07]",1.0,0-9
detected_faces_fgnet/037A09_face0.JPG,Middle Eastern,White,Male,3-9,"[1.1613207e-01 1.5146178e-04 1.5034421e-01 1.2181367e-04 1.9667047e-04
 7.9143886e-03 7.2513938e-01]",[9.5942706e-01 1.5031850e-03 4.0363776e-04 3.8666047e-02],[0.99897885 0.0010212 ],"[6.21192085e-05 8.96403193e-01 1.03388906e-01 1.28181200e-04
 1.48469508e-05 2.66859706e-06 6.19906970e-08 7.93258526e-09
 5.42470735e-10]",9.0,0-9
detected_faces_fgnet/063A25_face0.JPG,White,White,Male,20-29,"[7.9151100e-01 7.5930789e-06 1.6699884e-02 2.1390208e-04 2.7267274e-04
 3.2050131e-04 1.9097446e-01]",[9.9649560e-01 4.1029140e-05 6.2531419e-04 2.8381422e-03],[0.9955635  0.00443648],"[2.8399978e-05 2.7437736e-03 4.9271025e-02 7.1006727e-01 2.3297817e-01
 4.8960051e-03 1.5070296e-05 3.1635696e-07 1.3880468e-08]",25.0,20-39
detected_faces_fgnet/036A18_face0.JPG,Middle Eastern,White,Male,20-29,"[4.7751058e-02 2.1930946e-05 1.4233751e-02 3.2168165e-05 5.7537563e-05
 9.0355426e-04 9.3700004e-01]",[9.7440553e-01 1.6599571e-04 4.2506098e-04 2.5003379e-02],[9.9957889e-01 4.2113947e-04],"[4.0538420e-05 5.2074809e-03 2.7157500e-01 4.7816586e-01 2.2054617e-01
 2.4196511e-02 2.6290742e-04 5.3671888e-06 1.3012804e-07]",18.0,20-39
detected_faces_fgnet/053A01_face0.JPG,Latino_Hispanic,White,Male,3-9,"[0.2657531  0.00763032 0.5262014  0.00535837 0.00929589 0.03779898
 0.1479619 ]",[0.7629985  0.07680666 0.0330606  0.12713417],[0.8778374  0.12216257],"[3.2746899e-01 6.6793412e-01 4.0048482e-03 4.9061800e-05 1.8187321e-04
 1.9919728e-04 1.2166802e-04 3.4704262e-05 5.5573150e-06]",1.0,0-9
detected_faces_fgnet/075A02_face0.JPG,White,White,Male,3-9,"[6.6306949e-01 1.9187986e-05 5.4324009e-03 1.8864863e-03 1.7477143e-04
 1.9371341e-04 3.2922387e-01]",[9.8932213e-01 2.5865111e-06 1.0627231e-02 4.8049620e-05],[0.9036334 0.0963666],"[1.7796487e-01 8.0980462e-01 1.0434677e-02 5.3993240e-04 4.9438985e-04
 5.8982434e-04 1.4538401e-04 2.2718690e-05 3.6388224e-06]",2.0,0-9
detected_faces_fgnet/038A10_face0.JPG,White,White,Male,3-9,"[7.3418766e-01 3.3977827e-05 6.7551002e-02 9.6155924e-04 6.8619277e-04
 2.1039762e-02 1.7553987e-01]",[9.7447544e-01 8.0495389e-05 7.0923212e-04 2.4734842e-02],[9.9905396e-01 9.4606366e-04],"[2.2340508e-03 6.3102084e-01 3.5738346e-01 3.5912087e-03 3.4924082e-03
 2.1786422e-03 9.3346025e-05 5.7782240e-06 2.5670022e-07]",10.0,0-9
detected_faces_fgnet/031A03_face0.JPG,Middle Eastern,White,Male,3-9,"[3.9241225e-02 5.6356348e-06 1.2540432e-02 1.5617986e-04 5.8004436e-05
 2.4052190e-03 9.4559330e-01]",[9.8651284e-01 8.5025073e-05 1.6490364e-03 1.1753165e-02],[0.9851628  0.01483719],"[3.6286358e-02 9.5032710e-01 1.2610311e-02 5.1739061e-04 1.6301045e-04
 8.8524313e-05 6.3409739e-06 8.0884632e-07 4.8847919e-08]",3.0,0-9
detected_faces_fgnet/075A10_face0.JPG,Middle Eastern,White,Male,10-19,"[1.2912910e-01 8.0092635e-05 7.0443578e-02 1.1342594e-05 2.4285937e-05
 6.3104001e-03 7.9400116e-01]",[9.6481091e-01 2.8867968e-03 7.2382676e-04 3.1578552e-02],[0.91288674 0.08711325],"[3.7444777e-06 2.3923248e-01 7.5931442e-01 1.3662791e-03 7.6345998e-05
 6.5947629e-06 1.2030900e-07 1.3697676e-08 9.6704000e-10]",10.0,10-19
detected_faces_fgnet/013A44_face0.JPG,Latino_Hispanic,Indian,Male,40-49,"[2.0619012e-01 7.3645919e-05 6.1686414e-01 2.1750726e-04 4.3211717e-04
 1.5600799e-01 2.0214532e-02]",[2.8499359e-01 7.3490788e-05 3.4493695e-03 7.1148354e-01],[9.9993414e-01 6.5868720e-05],"[8.0699165e-06 3.2489846e-05 5.8082311e-04 2.0668823e-02 4.2403644e-01
 5.2176303e-01 3.2758761e-02 1.5068748e-04 9.7614156e-07]",44.0,40-59
detected_faces_fgnet/076A11_face0.JPG,White,White,Female,10-19,"[9.38679636e-01 1.02914266e-04 1.14201428e-02 2.59848917e-03
 1.71113794e-03 1.54065841e-04 4.53335904e-02]",[0.89452636 0.00424865 0.08365157 0.01757336],[0.01313718 0.9868628 ],"[1.4914830e-06 7.6756850e-02 9.0524131e-01 1.7751725e-02 2.4253361e-04
 6.0750908e-06 4.2538318e-08 4.3900243e-09 4.9972182e-10]",11.0,10-19
detected_faces_fgnet/037A04_face0.JPG,Middle Eastern,White,Male,3-9,"[3.5419196e-01 3.7849572e-05 1.7132880e-01 6.7826529e-04 6.9848826e-04
 1.0773832e-02 4.6229082e-01]",[9.0852600e-01 1.5060301e-04 2.1479682e-03 8.9175373e-02],[0.9954952  0.00450485],"[1.3754981e-03 9.5821059e-01 4.0150903e-02 1.0412617e-04 8.2582177e-05
 6.7152985e-05 7.7676259e-06 1.2491034e-06 1.2305586e-07]",4.0,0-9
detected_faces_fgnet/065A02a_face0.JPG,Middle Eastern,White,Male,0-2,"[5.7241086e-02 4.2975787e-04 9.3294613e-02 2.1411566e-04 7.0141739e-04
 3.4539327e-02 8.1357968e-01]",[0.9525081  0.0010087  0.01583182 0.03065142],[0.98452175 0.0154783 ],"[6.8948901e-01 3.0837783e-01 1.0512699e-03 3.0639645e-04 4.6031593e-04
 2.8108960e-04 2.8745259e-05 4.9353343e-06 3.9366324e-07]",2.0,0-9
detected_faces_fgnet/016A08_face0.JPG,White,White,Female,10-19,"[8.8900203e-01 8.6605351e-06 6.1665350e-03 4.3051768e-04 1.3329000e-04
 7.3304705e-05 1.0418566e-01]",[0.9907219  0.00486626 0.00149601 0.00291579],[0.11759386 0.8824062 ],"[2.7885389e-05 1.4364727e-01 8.4043044e-01 1.5258340e-02 6.1606406e-04
 1.9748088e-05 2.8626243e-07 2.9079551e-08 3.3024576e-09]",8.0,10-19
detected_faces_fgnet/037A18_face0.JPG,White,White,Male,10-19,"[4.9376965e-01 1.1310335e-03 4.0459329e-01 3.4312031e-04 1.0160714e-03
 4.3532369e-03 9.4793633e-02]",[0.9179058  0.06173266 0.0020833  0.0182782 ],[0.99877846 0.00122153],"[4.93001380e-07 1.10514846e-03 4.86614496e-01 4.63619441e-01
 4.74222228e-02 1.23386050e-03 4.28109388e-06 1.05933175e-07
 2.48795695e-09]",18.0,10-19
detected_faces_fgnet/019A05_face0.JPG,White,White,Male,10-19,"[4.0146968e-01 4.9666221e-05 2.9941103e-01 9.1312581e-04 1.2175043e-03
 3.1295110e-02 2.6564392e-01]",[9.340928e-01 6.589055e-05 6.235535e-04 6.521770e-02],[0.9548245  0.04517553],"[2.2427199e-04 2.1082181e-01 7.2897464e-01 4.8315313e-02 1.0056839e-02
 1.5616644e-03 4.0434057e-05 4.6676369e-06 2.9066496e-07]",5.0,10-19
detected_faces_fgnet/020A26_face0.JPG,Latino_Hispanic,White,Female,30-39,"[1.5972064e-01 3.6416660e-04 6.9917852e-01 2.6556551e-02 2.3174221e-02
 2.7951745e-02 6.3054107e-02]",[0.73954    0.00302259 0.15602472 0.10141272],[0.1736311 0.8263689],"[9.9079205e-07 3.3570068e-05 1.2391137e-02 2.7467862e-01 5.8485228e-01
 1.2184213e-01 6.0678534e-03 1.3253272e-04 8.8782019e-07]",26.0,20-39
detected_faces_fgnet/069A09_face0.JPG,Middle Eastern,Indian,Male,10-19,"[1.9356539e-02 6.6741784e-05 6.9216989e-02 6.9326611e-06 7.5985154e-05
 3.1917009e-01 5.9210664e-01]",[1.4109190e-02 2.9270476e-04 7.8761618e-04 9.8481053e-01],[9.9903256e-01 9.6748146e-04],"[2.0636885e-06 2.8645238e-01 7.1333122e-01 2.0652493e-04 6.6593498e-06
 1.1761990e-06 2.9744955e-08 4.3128083e-09 1.6161181e-10]",9.0,10-19
detected_faces_fgnet/018A29_face0.JPG,Middle Eastern,White,Female,20-29,"[2.6365373e-01 3.4727480e-03 3.3478984e-01 1.9808627e-04 1.1722953e-03
 5.8408234e-02 3.3830509e-01]",[0.666074   0.0443767  0.01146878 0.27808055],[0.00271822 0.9972818 ],"[4.8468348e-07 4.9322647e-05 2.2064524e-02 5.1567584e-01 4.1692284e-01
 4.4188660e-02 1.0769382e-03 2.1021644e-05 3.6808274e-07]",29.0,20-39
detected_faces_fgnet/073A16_face0.JPG,White,White,Female,20-29,"[4.7442567e-01 2.1731450e-04 6.4584851e-02 9.6058269e-05 1.4448253e-04
 6.8178726e-03 4.5371377e-01]",[6.9444054e-01 1.8748425e-02 3.6654944e-04 2.8644449e-01],[1.2745699e-04 9.9987257e-01],"[3.3898814e-08 1.4336304e-04 1.0691846e-01 7.9943222e-01 9.1961026e-02
 1.5366938e-03 8.0196614e-06 1.3219399e-07 2.5898226e-09]",16.0,20-39
detected_faces_fgnet/032A28_face0.JPG,Latino_Hispanic,White,Female,50-59,"[0.30018404 0.00073288 0.6765232  0.00164806 0.0030429  0.00454499
 0.01332391]",[0.95802075 0.00968544 0.01803002 0.01426386],[8.5947197e-04 9.9914056e-01],"[3.2388473e-06 2.3862593e-05 2.8948777e-04 4.9134239e-04 2.1815185e-02
 2.7012846e-01 5.5881339e-01 1.4662404e-01 1.8109707e-03]",28.0,40-59
detected_faces_fgnet/022A20_face0.JPG,Latino_Hispanic,White,Male,20-29,"[2.2982612e-01 1.2848232e-02 5.4670328e-01 2.2910498e-04 1.7304393e-03
 1.3586845e-02 1.9507597e-01]",[0.66385084 0.26189646 0.00548203 0.06877064],[9.9978507e-01 2.1496959e-04],"[1.1635446e-07 1.7404012e-05 2.3344014e-02 7.6056951e-01 2.1413489e-01
 1.9280713e-03 5.8878641e-06 8.0832542e-08 2.5273601e-09]",20.0,20-39
detected_faces_fgnet/076A16_face0.JPG,White,White,Female,10-19,"[7.8608561e-01 2.9897134e-04 3.9323908e-03 7.4822298e-04 4.3635833e-04
 1.7306300e-04 2.0832537e-01]",[0.9809061  0.01130574 0.00623395 0.00155419],[0.00580028 0.9941997 ],"[1.5777790e-07 1.2125833e-03 6.5678668e-01 3.3058554e-01 1.1286693e-02
 1.2770477e-04 5.7004462e-07 3.0383450e-08 2.6286273e-09]",16.0,10-19
detected_faces_fgnet/062A47_face0.JPG,Latino_Hispanic,White,Female,50-59,"[3.8263196e-01 2.2049887e-04 4.8322463e-01 2.0460305e-03 1.8732818e-03
 2.6716697e-03 1.2733200e-01]",[9.8391938e-01 5.5801088e-04 1.3567993e-02 1.9545455e-03],[2.0286649e-05 9.9997973e-01],"[1.3404034e-06 7.0878705e-06 3.9427563e-05 6.8632368e-04 2.6113432e-02
 2.6498321e-01 6.5224081e-01 5.5550974e-02 3.7740543e-04]",47.0,40-59
detected_faces_fgnet/012A12_face0.JPG,White,White,Female,3-9,"[9.41316783e-01 7.26583239e-05 1.43572595e-02 1.39781361e-04
 1.67412829e-04 1.54782465e-04 4.37913276e-02]",[0.9675691  0.02175299 0.00211153 0.00856635],[0.15727991 0.84272015],"[1.0771871e-04 7.8512126e-01 2.1217082e-01 2.4227446e-03 1.5385740e-04
 2.2140459e-05 1.1652305e-06 2.8126561e-07 8.9866781e-08]",12.0,0-9
detected_faces_fgnet/001A33_face0.JPG,Middle Eastern,White,Male,30-39,"[3.5466233e-01 1.6477241e-04 8.8483624e-02 1.2538922e-03 9.8684197e-04
 1.2262956e-02 5.4218554e-01]",[9.8964846e-01 2.5428081e-04 3.0122613e-04 9.7959647e-03],[9.999828e-01 1.722490e-05],"[2.2609147e-06 2.8971695e-06 3.2078338e-04 3.5739329e-02 4.8638198e-01
 4.5799401e-01 1.9165149e-02 3.8880049e-04 4.7401359e-06]",33.0,20-39
detected_faces_fgnet/017A07_face0.JPG,Indian,Indian,Male,10-19,"[0.24808203 0.00164537 0.24078877 0.0062535  0.0185263  0.31870416
 0.16599987]",[0.01173581 0.00714191 0.03078094 0.95034134],[0.9795014  0.02049863],"[5.2153395e-04 4.1014478e-01 5.7703060e-01 6.0090930e-03 2.9794036e-03
 2.6136553e-03 5.5375538e-04 1.2949943e-04 1.7683818e-05]",7.0,10-19
detected_faces_fgnet/064A04_face0.JPG,Latino_Hispanic,White,Male,3-9,"[1.8174762e-01 1.0942335e-02 4.2796180e-01 1.7619280e-04 1.1570598e-03
 1.4976971e-01 2.2824524e-01]",[0.50055146 0.22404984 0.0023674  0.27303135],[0.9149969  0.08500304],"[6.9052698e-03 9.4848007e-01 4.2045780e-02 1.6468550e-03 6.2577473e-04
 2.7039368e-04 2.0995929e-05 4.3856385e-06 5.0881647e-07]",4.0,0-9
detected_faces_fgnet/078A11_face0.JPG,Middle Eastern,White,Male,10-19,"[3.7485655e-02 6.6854947e-05 2.7297422e-02 2.4137697e-04 4.3443969e-04
 2.6072692e-03 9.3186694e-01]",[0.78804296 0.0093041  0.00717201 0.1954809 ],[0.9974236  0.00257644],"[2.4111841e-05 1.6707219e-01 8.1344306e-01 1.8432222e-02 9.8306208e-04
 4.4867560e-05 4.0213274e-07 4.1918184e-08 1.8720627e-09]",11.0,10-19
detected_faces_fgnet/005A49_face0.JPG,Latino_Hispanic,White,Female,40-49,"[2.3894764e-01 1.5160018e-04 5.0506979e-01 4.2145359e-04 1.1759095e-03
 1.1238533e-02 2.4299505e-01]",[0.95082766 0.00209912 0.02939137 0.01768191],[0.00345907 0.99654096],"[2.7195011e-07 1.2669013e-06 1.1324321e-04 1.5401073e-03 7.4661829e-02
 5.6956995e-01 3.3565626e-01 1.8301286e-02 1.5587344e-04]",49.0,40-59
detected_faces_fgnet/058A00_face0.JPG,White,White,Male,0-2,"[7.35396028e-01 9.12724790e-05 3.88044748e-03 1.02415179e-04
 1.01790116e-04 5.54395199e-04 2.59873539e-01]",[0.95777947 0.01448752 0.01724405 0.01048891],[0.9983507  0.00164935],"[6.0119474e-01 3.9732486e-01 7.5646350e-04 6.9891568e-05 1.8031089e-04
 3.3427434e-04 1.3006611e-04 8.4855192e-06 9.0190332e-07]",0.0,0-9
