filename,mean_perceived_age,source_sheet
119_y_m_a_a.jpg,26.06,Angry Faces_Perceived Age
119_y_m_a_b.jpg,26.31,Angry Faces_Perceived Age
123_y_m_a_a.jpg,25.74,Angry Faces_Perceived Age
123_y_m_a_b.jpg,29.4,Angry Faces_Perceived Age
127_y_m_a_a.jpg,36.15,Angry Faces_Perceived Age
127_y_m_a_b.jpg,36.85,Angry Faces_Perceived Age
135_y_m_a_a.jpg,39.34,Angry Faces_Perceived Age
135_y_m_a_b.jpg,37.63,Angry Faces_Perceived Age
144_y_m_a_a.jpg,31.81,Angry Faces_Perceived Age
144_y_m_a_b.jpg,32.43,Angry Faces_Perceived Age
147_y_m_a_a.jpg,23.65,Angry Faces_Perceived Age
147_y_m_a_b.jpg,25.25,Angry Faces_Perceived Age
153_y_m_a_a.jpg,28.42,Angry Faces_Perceived Age
153_y_m_a_b.jpg,28.28,Angry Faces_Perceived Age
160_y_m_a_a.jpg,38.35,Angry Faces_Perceived Age
160_y_m_a_b.jpg,40.4,Angry Faces_Perceived Age
167_y_m_a_a.jpg,30.02,Angry Faces_Perceived Age
167_y_m_a_b.jpg,32.03,Angry Faces_Perceived Age
170_y_m_a_a.jpg,35.23,Angry Faces_Perceived Age
170_y_m_a_b.jpg,35.96,Angry Faces_Perceived Age
175_y_m_a_a.jpg,29.26,Angry Faces_Perceived Age
175_y_m_a_b.jpg,29.19,Angry Faces_Perceived Age
006_m_f_a_a.jpg,37.45,Angry Faces_Perceived Age
006_m_f_a_b.jpg,35.98,Angry Faces_Perceived Age
011_m_f_a_a.jpg,48.66,Angry Faces_Perceived Age
011_m_f_a_b.jpg,47.12,Angry Faces_Perceived Age
019_m_f_a_a.jpg,50.11,Angry Faces_Perceived Age
019_m_f_a_b.jpg,50.32,Angry Faces_Perceived Age
029_m_f_a_a.jpg,44.94,Angry Faces_Perceived Age
029_m_f_a_b.jpg,44.84,Angry Faces_Perceived Age
035_m_f_a_a.jpg,51.12,Angry Faces_Perceived Age
035_m_f_a_b.jpg,53.22,Angry Faces_Perceived Age
043_m_f_a_a.jpg,48.74,Angry Faces_Perceived Age
043_m_f_a_b.jpg,48.94,Angry Faces_Perceived Age
050_m_f_a_a.jpg,52.06,Angry Faces_Perceived Age
050_m_f_a_b.jpg,53.37,Angry Faces_Perceived Age
052_m_f_a_a.jpg,44.64,Angry Faces_Perceived Age
052_m_f_a_b.jpg,46.73,Angry Faces_Perceived Age
061_m_f_a_a.jpg,35.08,Angry Faces_Perceived Age
061_m_f_a_b.jpg,39.31,Angry Faces_Perceived Age
064_m_f_a_a.jpg,56.51,Angry Faces_Perceived Age
064_m_f_a_b.jpg,57.33,Angry Faces_Perceived Age
073_m_f_a_a.jpg,50.22,Angry Faces_Perceived Age
073_m_f_a_b.jpg,52.21,Angry Faces_Perceived Age
080_m_f_a_a.jpg,51.69,Angry Faces_Perceived Age
080_m_f_a_b.jpg,50.78,Angry Faces_Perceived Age
084_m_f_a_a.jpg,53.38,Angry Faces_Perceived Age
084_m_f_a_b.jpg,52.14,Angry Faces_Perceived Age
093_m_f_a_a.jpg,45.1,Angry Faces_Perceived Age
093_m_f_a_b.jpg,46.79,Angry Faces_Perceived Age
097_m_f_a_a.jpg,47.53,Angry Faces_Perceived Age
097_m_f_a_b.jpg,53.5,Angry Faces_Perceived Age
103_m_f_a_a.jpg,47.29,Angry Faces_Perceived Age
103_m_f_a_b.jpg,48.12,Angry Faces_Perceived Age
111_m_f_a_a.jpg,56.66,Angry Faces_Perceived Age
111_m_f_a_b.jpg,58.57,Angry Faces_Perceived Age
113_m_f_a_a.jpg,54.21,Angry Faces_Perceived Age
113_m_f_a_b.jpg,54.93,Angry Faces_Perceived Age
117_m_f_a_a.jpg,41.83,Angry Faces_Perceived Age
117_m_f_a_b.jpg,41.62,Angry Faces_Perceived Age
122_m_f_a_a.jpg,46.16,Angry Faces_Perceived Age
122_m_f_a_b.jpg,48.72,Angry Faces_Perceived Age
128_m_f_a_a.jpg,45.18,Angry Faces_Perceived Age
128_m_f_a_b.jpg,50.93,Angry Faces_Perceived Age
138_m_f_a_a.jpg,46.42,Angry Faces_Perceived Age
138_m_f_a_b.jpg,46.39,Angry Faces_Perceived Age
139_m_f_a_a.jpg,35.57,Angry Faces_Perceived Age
139_m_f_a_b.jpg,43.04,Angry Faces_Perceived Age
156_m_f_a_a.jpg,40.72,Angry Faces_Perceived Age
156_m_f_a_b.jpg,40.37,Angry Faces_Perceived Age
157_m_f_a_a.jpg,47.65,Angry Faces_Perceived Age
157_m_f_a_b.jpg,53.45,Angry Faces_Perceived Age
168_m_f_a_a.jpg,48.02,Angry Faces_Perceived Age
168_m_f_a_b.jpg,49.36,Angry Faces_Perceived Age
180_m_f_a_a.jpg,50.3,Angry Faces_Perceived Age
180_m_f_a_b.jpg,52.9,Angry Faces_Perceived Age
007_m_m_a_a.jpg,52.42,Angry Faces_Perceived Age
007_m_m_a_b.jpg,54.08,Angry Faces_Perceived Age
014_m_m_a_a.jpg,46.35,Angry Faces_Perceived Age
014_m_m_a_b.jpg,47.29,Angry Faces_Perceived Age
026_m_m_a_a.jpg,54.31,Angry Faces_Perceived Age
026_m_m_a_b.jpg,54.58,Angry Faces_Perceived Age
032_m_m_a_a.jpg,43.78,Angry Faces_Perceived Age
032_m_m_a_b.jpg,45.35,Angry Faces_Perceived Age
038_m_m_a_a.jpg,44.97,Angry Faces_Perceived Age
038_m_m_a_b.jpg,47.79,Angry Faces_Perceived Age
045_m_m_a_a.jpg,49.22,Angry Faces_Perceived Age
045_m_m_a_b.jpg,47.56,Angry Faces_Perceived Age
051_m_m_a_a.jpg,49.12,Angry Faces_Perceived Age
051_m_m_a_b.jpg,49.39,Angry Faces_Perceived Age
056_m_m_a_a.jpg,51.65,Angry Faces_Perceived Age
056_m_m_a_b.jpg,51.59,Angry Faces_Perceived Age
058_m_m_a_a.jpg,52.08,Angry Faces_Perceived Age
058_m_m_a_b.jpg,53.38,Angry Faces_Perceived Age
068_m_m_a_a.jpg,54.53,Angry Faces_Perceived Age
068_m_m_a_b.jpg,55.82,Angry Faces_Perceived Age
070_m_m_a_a.jpg,49.11,Angry Faces_Perceived Age
070_m_m_a_b.jpg,49.27,Angry Faces_Perceived Age
077_m_m_a_a.jpg,52.84,Angry Faces_Perceived Age
077_m_m_a_b.jpg,54.93,Angry Faces_Perceived Age
082_m_m_a_a.jpg,54.0,Angry Faces_Perceived Age
082_m_m_a_b.jpg,54.72,Angry Faces_Perceived Age
087_m_m_a_a.jpg,45.58,Angry Faces_Perceived Age
087_m_m_a_b.jpg,45.02,Angry Faces_Perceived Age
092_m_m_a_a.jpg,59.51,Angry Faces_Perceived Age
092_m_m_a_b.jpg,61.0,Angry Faces_Perceived Age
094_m_m_a_a.jpg,50.62,Angry Faces_Perceived Age
094_m_m_a_b.jpg,52.55,Angry Faces_Perceived Age
104_m_m_a_a.jpg,46.95,Angry Faces_Perceived Age
104_m_m_a_b.jpg,48.72,Angry Faces_Perceived Age
108_m_m_a_a.jpg,51.26,Angry Faces_Perceived Age
108_m_m_a_b.jpg,53.69,Angry Faces_Perceived Age
116_m_m_a_a.jpg,48.32,Angry Faces_Perceived Age
116_m_m_a_b.jpg,50.0,Angry Faces_Perceived Age
126_m_m_a_a.jpg,44.92,Angry Faces_Perceived Age
126_m_m_a_b.jpg,48.38,Angry Faces_Perceived Age
136_m_m_a_a.jpg,56.45,Angry Faces_Perceived Age
136_m_m_a_b.jpg,55.17,Angry Faces_Perceived Age
142_m_m_a_a.jpg,58.92,Angry Faces_Perceived Age
142_m_m_a_b.jpg,62.15,Angry Faces_Perceived Age
149_m_m_a_a.jpg,48.16,Angry Faces_Perceived Age
149_m_m_a_b.jpg,48.4,Angry Faces_Perceived Age
155_m_m_a_a.jpg,44.36,Angry Faces_Perceived Age
155_m_m_a_b.jpg,43.09,Angry Faces_Perceived Age
159_m_m_a_a.jpg,51.13,Angry Faces_Perceived Age
159_m_m_a_b.jpg,52.84,Angry Faces_Perceived Age
165_m_m_a_a.jpg,50.46,Angry Faces_Perceived Age
165_m_m_a_b.jpg,51.45,Angry Faces_Perceived Age
169_m_m_a_a.jpg,54.09,Angry Faces_Perceived Age
169_m_m_a_b.jpg,57.27,Angry Faces_Perceived Age
178_m_m_a_a.jpg,48.12,Angry Faces_Perceived Age
178_m_m_a_b.jpg,47.21,Angry Faces_Perceived Age
179_m_m_a_a.jpg,45.61,Angry Faces_Perceived Age
179_m_m_a_b.jpg,45.94,Angry Faces_Perceived Age
005_o_f_a_a.jpg,62.95,Angry Faces_Perceived Age
005_o_f_a_b.jpg,66.3,Angry Faces_Perceived Age
012_o_f_a_a.jpg,61.68,Angry Faces_Perceived Age
012_o_f_a_b.jpg,65.3,Angry Faces_Perceived Age
021_o_f_a_a.jpg,68.29,Angry Faces_Perceived Age
021_o_f_a_b.jpg,72.35,Angry Faces_Perceived Age
024_o_f_a_a.jpg,62.84,Angry Faces_Perceived Age
024_o_f_a_b.jpg,63.87,Angry Faces_Perceived Age
030_o_f_a_a.jpg,61.65,Angry Faces_Perceived Age
030_o_f_a_b.jpg,65.3,Angry Faces_Perceived Age
036_o_f_a_a.jpg,63.59,Angry Faces_Perceived Age
036_o_f_a_b.jpg,64.33,Angry Faces_Perceived Age
044_o_f_a_a.jpg,68.09,Angry Faces_Perceived Age
044_o_f_a_b.jpg,70.0,Angry Faces_Perceived Age
047_o_f_a_a.jpg,68.08,Angry Faces_Perceived Age
047_o_f_a_b.jpg,67.0,Angry Faces_Perceived Age
055_o_f_a_a.jpg,60.63,Angry Faces_Perceived Age
055_o_f_a_b.jpg,63.55,Angry Faces_Perceived Age
060_o_f_a_a.jpg,63.27,Angry Faces_Perceived Age
060_o_f_a_b.jpg,66.58,Angry Faces_Perceived Age
067_o_f_a_a.jpg,66.39,Angry Faces_Perceived Age
067_o_f_a_b.jpg,68.42,Angry Faces_Perceived Age
075_o_f_a_a.jpg,68.14,Angry Faces_Perceived Age
075_o_f_a_b.jpg,72.56,Angry Faces_Perceived Age
079_o_f_a_a.jpg,72.25,Angry Faces_Perceived Age
079_o_f_a_b.jpg,73.84,Angry Faces_Perceived Age
086_o_f_a_a.jpg,64.41,Angry Faces_Perceived Age
086_o_f_a_b.jpg,66.79,Angry Faces_Perceived Age
088_o_f_a_a.jpg,78.39,Angry Faces_Perceived Age
088_o_f_a_b.jpg,79.73,Angry Faces_Perceived Age
096_o_f_a_a.jpg,69.68,Angry Faces_Perceived Age
096_o_f_a_b.jpg,72.03,Angry Faces_Perceived Age
100_o_f_a_a.jpg,63.78,Angry Faces_Perceived Age
100_o_f_a_b.jpg,67.55,Angry Faces_Perceived Age
110_o_f_a_a.jpg,67.65,Angry Faces_Perceived Age
110_o_f_a_b.jpg,67.79,Angry Faces_Perceived Age
112_o_f_a_a.jpg,80.29,Angry Faces_Perceived Age
112_o_f_a_b.jpg,81.41,Angry Faces_Perceived Age
120_o_f_a_a.jpg,66.21,Angry Faces_Perceived Age
120_o_f_a_b.jpg,66.64,Angry Faces_Perceived Age
124_o_f_a_a.jpg,68.48,Angry Faces_Perceived Age
124_o_f_a_b.jpg,69.11,Angry Faces_Perceived Age
130_o_f_a_a.jpg,68.22,Angry Faces_Perceived Age
130_o_f_a_b.jpg,68.7,Angry Faces_Perceived Age
133_o_f_a_a.jpg,63.2,Angry Faces_Perceived Age
133_o_f_a_b.jpg,64.94,Angry Faces_Perceived Age
143_o_f_a_a.jpg,68.56,Angry Faces_Perceived Age
143_o_f_a_b.jpg,70.01,Angry Faces_Perceived Age
148_o_f_a_a.jpg,61.05,Angry Faces_Perceived Age
148_o_f_a_b.jpg,62.49,Angry Faces_Perceived Age
154_o_f_a_a.jpg,74.8,Angry Faces_Perceived Age
154_o_f_a_b.jpg,75.76,Angry Faces_Perceived Age
158_o_f_a_a.jpg,62.71,Angry Faces_Perceived Age
158_o_f_a_b.jpg,67.12,Angry Faces_Perceived Age
164_o_f_a_a.jpg,70.34,Angry Faces_Perceived Age
164_o_f_a_b.jpg,73.33,Angry Faces_Perceived Age
174_o_f_a_a.jpg,62.2,Angry Faces_Perceived Age
174_o_f_a_b.jpg,62.18,Angry Faces_Perceived Age
004_o_m_a_a.jpg,70.98,Angry Faces_Perceived Age
004_o_m_a_b.jpg,72.6,Angry Faces_Perceived Age
015_o_m_a_a.jpg,70.19,Angry Faces_Perceived Age
015_o_m_a_b.jpg,71.61,Angry Faces_Perceived Age
018_o_m_a_a.jpg,65.33,Angry Faces_Perceived Age
018_o_m_a_b.jpg,67.25,Angry Faces_Perceived Age
027_o_m_a_a.jpg,69.18,Angry Faces_Perceived Age
027_o_m_a_b.jpg,72.01,Angry Faces_Perceived Age
033_o_m_a_a.jpg,62.53,Angry Faces_Perceived Age
033_o_m_a_b.jpg,62.7,Angry Faces_Perceived Age
039_o_m_a_a.jpg,71.31,Angry Faces_Perceived Age
039_o_m_a_b.jpg,74.72,Angry Faces_Perceived Age
042_o_m_a_a.jpg,72.2,Angry Faces_Perceived Age
042_o_m_a_b.jpg,73.28,Angry Faces_Perceived Age
046_o_m_a_a.jpg,67.02,Angry Faces_Perceived Age
046_o_m_a_b.jpg,69.77,Angry Faces_Perceived Age
053_o_m_a_a.jpg,67.05,Angry Faces_Perceived Age
053_o_m_a_b.jpg,66.82,Angry Faces_Perceived Age
059_o_m_a_a.jpg,73.18,Angry Faces_Perceived Age
059_o_m_a_b.jpg,75.97,Angry Faces_Perceived Age
065_o_m_a_a.jpg,69.74,Angry Faces_Perceived Age
065_o_m_a_b.jpg,70.96,Angry Faces_Perceived Age
074_o_m_a_a.jpg,67.3,Angry Faces_Perceived Age
074_o_m_a_b.jpg,68.76,Angry Faces_Perceived Age
076_o_m_a_a.jpg,69.63,Angry Faces_Perceived Age
076_o_m_a_b.jpg,70.15,Angry Faces_Perceived Age
083_o_m_a_a.jpg,69.46,Angry Faces_Perceived Age
083_o_m_a_b.jpg,69.18,Angry Faces_Perceived Age
091_o_m_a_a.jpg,71.65,Angry Faces_Perceived Age
091_o_m_a_b.jpg,74.38,Angry Faces_Perceived Age
102_o_m_a_a.jpg,68.86,Angry Faces_Perceived Age
102_o_m_a_b.jpg,72.48,Angry Faces_Perceived Age
107_o_m_a_a.jpg,70.39,Angry Faces_Perceived Age
107_o_m_a_b.jpg,70.75,Angry Faces_Perceived Age
118_o_m_a_a.jpg,69.46,Angry Faces_Perceived Age
118_o_m_a_b.jpg,72.06,Angry Faces_Perceived Age
121_o_m_a_a.jpg,66.95,Angry Faces_Perceived Age
121_o_m_a_b.jpg,69.77,Angry Faces_Perceived Age
131_o_m_a_a.jpg,65.58,Angry Faces_Perceived Age
131_o_m_a_b.jpg,68.88,Angry Faces_Perceived Age
137_o_m_a_a.jpg,64.65,Angry Faces_Perceived Age
137_o_m_a_b.jpg,66.49,Angry Faces_Perceived Age
141_o_m_a_a.jpg,67.54,Angry Faces_Perceived Age
141_o_m_a_b.jpg,66.24,Angry Faces_Perceived Age
146_o_m_a_a.jpg,65.88,Angry Faces_Perceived Age
146_o_m_a_b.jpg,66.95,Angry Faces_Perceived Age
151_o_m_a_a.jpg,65.57,Angry Faces_Perceived Age
151_o_m_a_b.jpg,69.15,Angry Faces_Perceived Age
161_o_m_a_a.jpg,74.48,Angry Faces_Perceived Age
161_o_m_a_b.jpg,75.88,Angry Faces_Perceived Age
166_o_m_a_a.jpg,67.45,Angry Faces_Perceived Age
166_o_m_a_b.jpg,69.33,Angry Faces_Perceived Age
172_o_m_a_a.jpg,70.77,Angry Faces_Perceived Age
172_o_m_a_b.jpg,71.37,Angry Faces_Perceived Age
176_o_m_a_a.jpg,59.74,Angry Faces_Perceived Age
176_o_m_a_b.jpg,61.35,Angry Faces_Perceived Age
010_y_f_f_a.jpg,36.11,Fearful Faces_Perceived Age
010_y_f_f_b.jpg,34.42,Fearful Faces_Perceived Age
020_y_f_f_a.jpg,24.4,Fearful Faces_Perceived Age
020_y_f_f_b.jpg,26.94,Fearful Faces_Perceived Age
022_y_f_f_a.jpg,23.23,Fearful Faces_Perceived Age
022_y_f_f_b.jpg,24.84,Fearful Faces_Perceived Age
028_y_f_f_a.jpg,29.27,Fearful Faces_Perceived Age
028_y_f_f_b.jpg,27.47,Fearful Faces_Perceived Age
034_y_f_f_a.jpg,27.86,Fearful Faces_Perceived Age
034_y_f_f_b.jpg,28.85,Fearful Faces_Perceived Age
040_y_f_f_a.jpg,25.29,Fearful Faces_Perceived Age
040_y_f_f_b.jpg,25.92,Fearful Faces_Perceived Age
048_y_f_f_a.jpg,31.52,Fearful Faces_Perceived Age
048_y_f_f_b.jpg,30.82,Fearful Faces_Perceived Age
054_y_f_f_a.jpg,26.19,Fearful Faces_Perceived Age
054_y_f_f_b.jpg,28.49,Fearful Faces_Perceived Age
063_y_f_f_a.jpg,33.77,Fearful Faces_Perceived Age
063_y_f_f_b.jpg,35.44,Fearful Faces_Perceived Age
069_y_f_f_a.jpg,31.29,Fearful Faces_Perceived Age
069_y_f_f_b.jpg,32.71,Fearful Faces_Perceived Age
071_y_f_f_a.jpg,27.44,Fearful Faces_Perceived Age
071_y_f_f_b.jpg,28.79,Fearful Faces_Perceived Age
085_y_f_f_a.jpg,31.36,Fearful Faces_Perceived Age
085_y_f_f_b.jpg,32.88,Fearful Faces_Perceived Age
090_y_f_f_a.jpg,26.56,Fearful Faces_Perceived Age
090_y_f_f_b.jpg,28.38,Fearful Faces_Perceived Age
098_y_f_f_a.jpg,25.43,Fearful Faces_Perceived Age
098_y_f_f_b.jpg,26.35,Fearful Faces_Perceived Age
101_y_f_f_a.jpg,28.41,Fearful Faces_Perceived Age
101_y_f_f_b.jpg,28.45,Fearful Faces_Perceived Age
106_y_f_f_a.jpg,26.54,Fearful Faces_Perceived Age
106_y_f_f_b.jpg,28.03,Fearful Faces_Perceived Age
115_y_f_f_a.jpg,28.85,Fearful Faces_Perceived Age
115_y_f_f_b.jpg,29.9,Fearful Faces_Perceived Age
125_y_f_f_a.jpg,27.09,Fearful Faces_Perceived Age
125_y_f_f_b.jpg,25.6,Fearful Faces_Perceived Age
132_y_f_f_a.jpg,26.85,Fearful Faces_Perceived Age
132_y_f_f_b.jpg,26.79,Fearful Faces_Perceived Age
134_y_f_f_a.jpg,33.57,Fearful Faces_Perceived Age
134_y_f_f_b.jpg,35.08,Fearful Faces_Perceived Age
140_y_f_f_a.jpg,28.94,Fearful Faces_Perceived Age
140_y_f_f_b.jpg,30.18,Fearful Faces_Perceived Age
150_y_f_f_a.jpg,26.06,Fearful Faces_Perceived Age
150_y_f_f_b.jpg,26.79,Fearful Faces_Perceived Age
152_y_f_f_a.jpg,27.51,Fearful Faces_Perceived Age
152_y_f_f_b.jpg,26.83,Fearful Faces_Perceived Age
162_y_f_f_a.jpg,31.53,Fearful Faces_Perceived Age
162_y_f_f_b.jpg,31.58,Fearful Faces_Perceived Age
163_y_f_f_a.jpg,36.95,Fearful Faces_Perceived Age
163_y_f_f_b.jpg,33.96,Fearful Faces_Perceived Age
171_y_f_f_a.jpg,39.17,Fearful Faces_Perceived Age
171_y_f_f_b.jpg,38.2,Fearful Faces_Perceived Age
173_y_f_f_a.jpg,30.31,Fearful Faces_Perceived Age
173_y_f_f_b.jpg,30.2,Fearful Faces_Perceived Age
177_y_f_f_a.jpg,31.92,Fearful Faces_Perceived Age
177_y_f_f_b.jpg,31.16,Fearful Faces_Perceived Age
182_y_f_f_a.jpg,27.26,Fearful Faces_Perceived Age
182_y_f_f_b.jpg,29.47,Fearful Faces_Perceived Age
008_y_m_f_a.jpg,28.44,Fearful Faces_Perceived Age
008_y_m_f_b.jpg,28.32,Fearful Faces_Perceived Age
013_y_m_f_a.jpg,28.38,Fearful Faces_Perceived Age
013_y_m_f_b.jpg,29.19,Fearful Faces_Perceived Age
016_y_m_f_a.jpg,24.68,Fearful Faces_Perceived Age
016_y_m_f_b.jpg,23.79,Fearful Faces_Perceived Age
025_y_m_f_a.jpg,35.69,Fearful Faces_Perceived Age
025_y_m_f_b.jpg,32.28,Fearful Faces_Perceived Age
031_y_m_f_a.jpg,26.19,Fearful Faces_Perceived Age
031_y_m_f_b.jpg,26.67,Fearful Faces_Perceived Age
037_y_m_f_a.jpg,25.47,Fearful Faces_Perceived Age
037_y_m_f_b.jpg,24.98,Fearful Faces_Perceived Age
041_y_m_f_a.jpg,31.27,Fearful Faces_Perceived Age
041_y_m_f_b.jpg,30.92,Fearful Faces_Perceived Age
049_y_m_f_a.jpg,31.13,Fearful Faces_Perceived Age
049_y_m_f_b.jpg,29.97,Fearful Faces_Perceived Age
057_y_m_f_a.jpg,27.23,Fearful Faces_Perceived Age
057_y_m_f_b.jpg,26.93,Fearful Faces_Perceived Age
062_y_m_f_a.jpg,33.42,Fearful Faces_Perceived Age
062_y_m_f_b.jpg,35.94,Fearful Faces_Perceived Age
066_y_m_f_a.jpg,24.0,Fearful Faces_Perceived Age
066_y_m_f_b.jpg,25.03,Fearful Faces_Perceived Age
072_y_m_f_a.jpg,28.17,Fearful Faces_Perceived Age
072_y_m_f_b.jpg,29.57,Fearful Faces_Perceived Age
081_y_m_f_a.jpg,29.73,Fearful Faces_Perceived Age
081_y_m_f_b.jpg,33.76,Fearful Faces_Perceived Age
089_y_m_f_a.jpg,29.7,Fearful Faces_Perceived Age
089_y_m_f_b.jpg,30.02,Fearful Faces_Perceived Age
099_y_m_f_a.jpg,28.83,Fearful Faces_Perceived Age
099_y_m_f_b.jpg,27.69,Fearful Faces_Perceived Age
105_y_m_f_a.jpg,28.14,Fearful Faces_Perceived Age
105_y_m_f_b.jpg,30.74,Fearful Faces_Perceived Age
109_y_m_f_a.jpg,27.34,Fearful Faces_Perceived Age
109_y_m_f_b.jpg,26.91,Fearful Faces_Perceived Age
114_y_m_f_a.jpg,38.82,Fearful Faces_Perceived Age
114_y_m_f_b.jpg,39.29,Fearful Faces_Perceived Age
119_y_m_f_a.jpg,25.17,Fearful Faces_Perceived Age
119_y_m_f_b.jpg,26.15,Fearful Faces_Perceived Age
123_y_m_f_a.jpg,26.85,Fearful Faces_Perceived Age
123_y_m_f_b.jpg,25.12,Fearful Faces_Perceived Age
127_y_m_f_a.jpg,36.39,Fearful Faces_Perceived Age
127_y_m_f_b.jpg,36.73,Fearful Faces_Perceived Age
135_y_m_f_a.jpg,36.94,Fearful Faces_Perceived Age
135_y_m_f_b.jpg,34.15,Fearful Faces_Perceived Age
144_y_m_f_a.jpg,28.4,Fearful Faces_Perceived Age
144_y_m_f_b.jpg,29.94,Fearful Faces_Perceived Age
147_y_m_f_a.jpg,24.31,Fearful Faces_Perceived Age
147_y_m_f_b.jpg,25.01,Fearful Faces_Perceived Age
153_y_m_f_a.jpg,26.94,Fearful Faces_Perceived Age
153_y_m_f_b.jpg,28.84,Fearful Faces_Perceived Age
160_y_m_f_a.jpg,35.88,Fearful Faces_Perceived Age
160_y_m_f_b.jpg,37.5,Fearful Faces_Perceived Age
167_y_m_f_a.jpg,31.25,Fearful Faces_Perceived Age
167_y_m_f_b.jpg,32.55,Fearful Faces_Perceived Age
170_y_m_f_a.jpg,36.64,Fearful Faces_Perceived Age
170_y_m_f_b.jpg,37.07,Fearful Faces_Perceived Age
175_y_m_f_a.jpg,27.74,Fearful Faces_Perceived Age
175_y_m_f_b.jpg,29.27,Fearful Faces_Perceived Age
006_m_f_f_a.jpg,40.58,Fearful Faces_Perceived Age
006_m_f_f_b.jpg,41.79,Fearful Faces_Perceived Age
011_m_f_f_a.jpg,51.53,Fearful Faces_Perceived Age
011_m_f_f_b.jpg,44.74,Fearful Faces_Perceived Age
019_m_f_f_a.jpg,51.0,Fearful Faces_Perceived Age
019_m_f_f_b.jpg,54.06,Fearful Faces_Perceived Age
029_m_f_f_a.jpg,46.98,Fearful Faces_Perceived Age
029_m_f_f_b.jpg,44.36,Fearful Faces_Perceived Age
035_m_f_f_a.jpg,53.98,Fearful Faces_Perceived Age
035_m_f_f_b.jpg,52.82,Fearful Faces_Perceived Age
043_m_f_f_a.jpg,51.61,Fearful Faces_Perceived Age
043_m_f_f_b.jpg,48.49,Fearful Faces_Perceived Age
050_m_f_f_a.jpg,50.28,Fearful Faces_Perceived Age
050_m_f_f_b.jpg,53.85,Fearful Faces_Perceived Age
052_m_f_f_a.jpg,44.73,Fearful Faces_Perceived Age
052_m_f_f_b.jpg,45.12,Fearful Faces_Perceived Age
061_m_f_f_a.jpg,39.0,Fearful Faces_Perceived Age
061_m_f_f_b.jpg,40.09,Fearful Faces_Perceived Age
064_m_f_f_a.jpg,51.84,Fearful Faces_Perceived Age
064_m_f_f_b.jpg,51.91,Fearful Faces_Perceived Age
073_m_f_f_a.jpg,55.52,Fearful Faces_Perceived Age
073_m_f_f_b.jpg,57.78,Fearful Faces_Perceived Age
080_m_f_f_a.jpg,49.83,Fearful Faces_Perceived Age
080_m_f_f_b.jpg,50.84,Fearful Faces_Perceived Age
084_m_f_f_a.jpg,49.84,Fearful Faces_Perceived Age
084_m_f_f_b.jpg,50.42,Fearful Faces_Perceived Age
093_m_f_f_a.jpg,45.41,Fearful Faces_Perceived Age
093_m_f_f_b.jpg,46.57,Fearful Faces_Perceived Age
097_m_f_f_a.jpg,52.29,Fearful Faces_Perceived Age
097_m_f_f_b.jpg,54.04,Fearful Faces_Perceived Age
103_m_f_f_a.jpg,49.03,Fearful Faces_Perceived Age
103_m_f_f_b.jpg,50.92,Fearful Faces_Perceived Age
111_m_f_f_a.jpg,59.27,Fearful Faces_Perceived Age
111_m_f_f_b.jpg,58.95,Fearful Faces_Perceived Age
113_m_f_f_a.jpg,59.51,Fearful Faces_Perceived Age
113_m_f_f_b.jpg,61.4,Fearful Faces_Perceived Age
117_m_f_f_a.jpg,44.32,Fearful Faces_Perceived Age
117_m_f_f_b.jpg,44.93,Fearful Faces_Perceived Age
122_m_f_f_a.jpg,46.83,Fearful Faces_Perceived Age
122_m_f_f_b.jpg,44.91,Fearful Faces_Perceived Age
128_m_f_f_a.jpg,50.17,Fearful Faces_Perceived Age
128_m_f_f_b.jpg,49.99,Fearful Faces_Perceived Age
138_m_f_f_a.jpg,44.36,Fearful Faces_Perceived Age
138_m_f_f_b.jpg,44.99,Fearful Faces_Perceived Age
139_m_f_f_a.jpg,41.66,Fearful Faces_Perceived Age
139_m_f_f_b.jpg,45.89,Fearful Faces_Perceived Age
156_m_f_f_a.jpg,36.42,Fearful Faces_Perceived Age
156_m_f_f_b.jpg,37.71,Fearful Faces_Perceived Age
157_m_f_f_a.jpg,47.18,Fearful Faces_Perceived Age
157_m_f_f_b.jpg,48.41,Fearful Faces_Perceived Age
168_m_f_f_a.jpg,47.59,Fearful Faces_Perceived Age
168_m_f_f_b.jpg,49.04,Fearful Faces_Perceived Age
180_m_f_f_a.jpg,55.92,Fearful Faces_Perceived Age
180_m_f_f_b.jpg,56.76,Fearful Faces_Perceived Age
007_m_m_f_a.jpg,57.72,Fearful Faces_Perceived Age
007_m_m_f_b.jpg,57.43,Fearful Faces_Perceived Age
014_m_m_f_a.jpg,50.75,Fearful Faces_Perceived Age
014_m_m_f_b.jpg,45.67,Fearful Faces_Perceived Age
026_m_m_f_a.jpg,57.26,Fearful Faces_Perceived Age
026_m_m_f_b.jpg,58.34,Fearful Faces_Perceived Age
032_m_m_f_a.jpg,43.71,Fearful Faces_Perceived Age
032_m_m_f_b.jpg,46.25,Fearful Faces_Perceived Age
038_m_m_f_a.jpg,46.42,Fearful Faces_Perceived Age
038_m_m_f_b.jpg,47.0,Fearful Faces_Perceived Age
045_m_m_f_a.jpg,48.23,Fearful Faces_Perceived Age
045_m_m_f_b.jpg,48.89,Fearful Faces_Perceived Age
051_m_m_f_a.jpg,53.22,Fearful Faces_Perceived Age
