face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0237_face0.png,White,White,Male,50-59,"[0.8315458  0.00225955 0.11487588 0.00197944 0.00639683 0.00841914
 0.03452332]",[9.9740189e-01 1.0494059e-04 1.2964004e-03 1.1966639e-03],[9.9957824e-01 4.2173223e-04],"[1.6148506e-04 4.0316142e-04 3.3331171e-03 4.8590959e-03 3.8454827e-02
 1.9283970e-01 6.6599399e-01 8.8080987e-02 5.8735893e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0238_face0.png,White,White,Male,40-49,"[6.5527177e-01 6.6471039e-05 5.1308540e-03 2.7637025e-06 3.8716596e-05
 3.6513102e-03 3.3583811e-01]",[9.6105218e-01 5.0277502e-04 2.6347343e-04 3.8181543e-02],[9.999385e-01 6.156099e-05],"[1.2795120e-06 6.4086012e-06 4.2097873e-04 4.6716076e-03 6.1550967e-02
 5.5467767e-01 3.6037889e-01 1.6972849e-02 1.3192785e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0239_face0.png,Black,Black,Male,30-39,"[3.2815421e-07 9.9997342e-01 1.1312811e-05 2.0105945e-08 3.6339074e-07
 1.3535914e-05 1.0334979e-06]",[3.8716158e-07 9.9998558e-01 1.3474232e-06 1.2672263e-05],[9.9998760e-01 1.2428417e-05],"[2.9129699e-06 7.3506584e-05 4.6168291e-03 1.6164197e-01 4.5795637e-01
 3.4856358e-01 2.6299322e-02 7.8085845e-04 6.4602536e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0240_face0.png,White,White,Male,40-49,"[8.2864493e-01 2.1357548e-03 1.1709612e-01 6.4954761e-04 3.0579430e-03
 1.1731441e-02 3.6684278e-02]",[9.8366261e-01 3.6075094e-04 1.0133540e-03 1.4963311e-02],[9.9998891e-01 1.1054382e-05],"[1.49102025e-05 4.30476030e-05 1.94004376e-03 2.00117324e-02
 1.93184182e-01 5.53704262e-01 2.20538154e-01 1.02936383e-02
 2.70106684e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0241_face0.png,White,White,Male,20-29,"[6.2818789e-01 1.6732244e-02 2.3206635e-01 1.6575109e-04 8.0857327e-04
 4.0165074e-02 8.1874147e-02]",[0.8805795  0.0041805  0.00163918 0.11360082],[9.999966e-01 3.423613e-06],"[1.54645051e-07 1.67656362e-05 1.36900693e-02 7.12137043e-01
 2.61571735e-01 1.24777611e-02 1.05012274e-04 1.40015675e-06
 4.30644072e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0242_face0.png,Latino_Hispanic,Indian,Male,20-29,"[7.0200272e-02 3.4852524e-04 3.8797638e-01 4.2683334e-04 5.2964585e-03
 2.4036095e-01 2.9539055e-01]",[0.06463733 0.00385196 0.04138901 0.8901217 ],[1.0000000e+00 1.2779023e-08],"[1.1792005e-07 7.0154332e-05 7.8197323e-02 8.6606812e-01 5.5164561e-02
 4.9825531e-04 1.3935443e-06 4.2455468e-08 3.3374944e-10]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0243_face0.png,White,White,Male,40-49,"[9.9050277e-01 1.1664176e-04 2.6021425e-03 1.1750211e-04 3.6396692e-04
 3.3460421e-04 5.9622740e-03]",[9.9098521e-01 5.0126179e-04 5.5535180e-03 2.9600465e-03],[9.9999505e-01 4.9307682e-06],"[8.0266482e-06 1.3425837e-05 4.5047604e-04 1.2194820e-02 1.3243075e-01
 4.8349530e-01 3.5782537e-01 1.3209515e-02 3.7234713e-04]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0244_face0.png,Latino_Hispanic,White,Male,60-69,"[1.3683420e-01 2.3825376e-04 6.0106897e-01 1.6470659e-03 1.0656925e-02
 9.1478258e-02 1.5807627e-01]",[9.1599798e-01 8.5274762e-05 2.2929931e-02 6.0986809e-02],[0.89485204 0.10514791],"[2.1180746e-04 5.7640340e-04 2.9939529e-03 7.3673332e-04 4.2840121e-03
 2.5564024e-02 2.4142262e-01 4.4549477e-01 2.7871564e-01]",Others,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0245_face0.png,Black,Black,Male,30-39,"[7.7533386e-08 9.9999744e-01 1.8177699e-06 2.3780560e-09 2.2751061e-08
 3.2033145e-07 3.1162773e-07]",[4.3983160e-08 9.9999982e-01 1.4171994e-07 1.1268246e-07],[9.999904e-01 9.653525e-06],"[3.1549601e-07 1.1146433e-05 4.7677769e-03 3.7023205e-01 4.7988081e-01
 1.4039409e-01 4.5522861e-03 1.5056069e-04 1.0965234e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0246_face0.png,White,White,Male,50-59,"[9.0591151e-01 3.2935637e-05 5.0395977e-02 9.2827011e-04 3.1526363e-03
 3.1543777e-03 3.6424298e-02]",[9.9636477e-01 6.1501728e-06 2.5726741e-03 1.0563488e-03],[9.999322e-01 6.780024e-05],"[3.6514881e-05 8.9400455e-05 7.8863453e-04 9.0515433e-04 1.5102336e-02
 1.9171858e-01 6.9248492e-01 9.4532989e-02 4.3414873e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0247_face0.png,Black,Black,Male,30-39,"[2.6070680e-05 9.5197105e-01 1.5848287e-03 1.2812568e-04 4.4341236e-03
 4.1821323e-02 3.4579440e-05]",[3.5896799e-06 9.9678254e-01 1.1996370e-03 2.0142600e-03],[9.9998713e-01 1.2846266e-05],"[4.4707363e-07 5.3253598e-06 4.1154871e-04 7.1406208e-02 4.6211424e-01
 4.1036835e-01 5.5000775e-02 6.6170288e-04 3.1420630e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0248_face0.png,White,White,Male,40-49,"[0.46775436 0.0377665  0.24894422 0.00217774 0.00367214 0.0224426
 0.21724245]",[0.9420235  0.02073362 0.0086003  0.02864249],[9.9955142e-01 4.4853112e-04],"[8.6885684e-06 4.9225830e-05 1.6148792e-03 6.1114494e-02 4.1952264e-01
 4.4053760e-01 7.4705377e-02 2.3787320e-03 6.8365982e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0249_face0.png,Black,Black,Male,20-29,"[8.2365432e-06 9.9278677e-01 3.7994268e-04 2.3927000e-06 1.1084697e-04
 6.6833966e-03 2.8629200e-05]",[1.2507851e-06 9.9546647e-01 2.2793265e-05 4.5094974e-03],[9.9999726e-01 2.7552962e-06],"[2.7504989e-06 3.2239530e-04 3.4440797e-02 5.1004034e-01 3.9657921e-01
 5.6354720e-02 2.1903277e-03 6.6703309e-05 2.7221201e-06]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0250_face0.png,Middle Eastern,White,Male,50-59,"[0.3487218  0.00480563 0.12156105 0.00174309 0.00526824 0.03269477
 0.48520535]",[9.9343342e-01 3.7974992e-04 4.2532673e-03 1.9335481e-03],[0.99836546 0.00163455],"[1.8356481e-05 1.4957077e-05 1.0316103e-04 6.2095415e-04 1.7923208e-02
 2.6055148e-01 5.8610451e-01 1.2674394e-01 7.9194400e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0251_face0.png,Middle Eastern,White,Male,70+,"[0.18400736 0.00660578 0.08274411 0.00764317 0.03257456 0.04492029
 0.6415047 ]",[9.4273716e-01 6.6794298e-04 3.7921332e-02 1.8673625e-02],[0.98565304 0.0143469 ],"[4.6222058e-06 5.7545321e-06 3.2524662e-05 6.0949074e-05 1.4699699e-04
 7.1709015e-04 1.5835112e-02 2.0612971e-01 7.7706724e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0252_face0.png,White,White,Male,50-59,"[9.3074244e-01 5.3854351e-04 3.3305697e-02 2.5727853e-04 1.0689701e-03
 1.8978089e-02 1.5108972e-02]",[9.905086e-01 6.113543e-04 2.892066e-04 8.590799e-03],[9.9978715e-01 2.1287496e-04],"[6.9898482e-07 2.2989886e-06 2.1507440e-04 4.7953310e-03 5.7903152e-02
 3.6229414e-01 5.3334683e-01 3.8788024e-02 2.6543753e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0253_face0.png,Latino_Hispanic,White,Male,30-39,"[0.05592668 0.00108621 0.8297142  0.0053181  0.01321282 0.01652557
 0.07821637]",[0.69680697 0.00264386 0.09710259 0.20344663],[9.9999768e-01 2.3339737e-06],"[1.7459040e-06 7.1179234e-06 9.4071781e-04 1.0138100e-01 7.4100733e-01
 1.5288553e-01 3.7448609e-03 3.1542819e-05 2.3609728e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0254_face0.png,Black,Black,Male,40-49,"[3.2602168e-07 9.9991173e-01 2.2209268e-05 7.8174736e-07 4.3058484e-05
 2.1760346e-05 9.6349609e-08]",[6.8528931e-07 9.9994290e-01 4.1476189e-05 1.4930655e-05],[9.9998862e-01 1.1422012e-05],"[8.5162463e-07 1.5068613e-05 1.6165442e-03 7.5983770e-02 3.2166761e-01
 4.7856158e-01 1.1940264e-01 2.5370261e-03 2.1489846e-04]",Black,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0255_face0.png,Middle Eastern,White,Male,30-39,"[3.3115566e-01 5.4352626e-04 2.3301393e-01 2.0439949e-04 9.5007784e-04
 2.3564775e-02 4.1056767e-01]",[9.0432119e-01 1.0777551e-04 3.5297903e-04 9.5218122e-02],[9.9994981e-01 5.0201455e-05],"[1.03280345e-05 1.20297373e-04 5.56388823e-03 3.05513382e-01
 6.18547618e-01 6.87556714e-02 1.46104640e-03 2.68240219e-05
 9.26338203e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0256_face0.png,Indian,White,Male,20-29,"[0.24514239 0.00273709 0.34955633 0.00067735 0.0038542  0.37461132
 0.02342134]",[0.50779223 0.01171128 0.01495075 0.46554574],[9.9999946e-01 5.4768219e-07],"[3.1296935e-07 5.9996062e-05 4.2087935e-02 6.1538100e-01 3.2431567e-01
 1.7985646e-02 1.6651388e-04 2.8661773e-06 4.5204015e-08]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0257_face0.png,Southeast Asian,Asian,Male,30-39,"[0.00079096 0.00104721 0.05050662 0.24339752 0.6980284  0.00477343
 0.0014559 ]",[1.2531484e-03 4.7605718e-04 9.7643167e-01 2.1839155e-02],[9.9999595e-01 4.0335567e-06],"[1.0212796e-06 4.0255295e-06 7.7509636e-04 8.0846727e-02 4.5614037e-01
 3.7589285e-01 7.9346865e-02 6.8307407e-03 1.6239099e-04]",Asian,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0258_face0.png,White,White,Male,30-39,"[6.4545631e-01 4.2084549e-03 2.3987278e-01 1.3333414e-04 7.3554571e-04
 3.3506323e-02 7.6087244e-02]",[9.6544641e-01 1.2058307e-03 7.0484501e-04 3.2642905e-02],[9.9999875e-01 1.2322236e-06],"[3.6579212e-07 2.3365826e-06 1.5563496e-03 3.1439665e-01 5.9713274e-01
 8.4373377e-02 2.5089420e-03 2.8451834e-05 7.3723731e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0259_face0.png,Middle Eastern,Indian,Male,50-59,"[0.03522695 0.03269625 0.35213187 0.00065309 0.00585097 0.17220193
 0.40123895]",[0.14922297 0.10968722 0.05769396 0.6833959 ],[9.999068e-01 9.323577e-05],"[5.7058274e-05 4.3073967e-05 3.2565265e-04 9.2318497e-04 3.0919967e-02
 3.7008232e-01 5.5499762e-01 4.1515615e-02 1.1356076e-03]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0260_face0.png,Middle Eastern,White,Male,40-49,"[0.05948423 0.00586246 0.15084456 0.00300481 0.00310699 0.0105993
 0.76709765]",[0.89005166 0.00608606 0.01204059 0.09182174],[9.9998647e-01 1.3559639e-05],"[2.12806335e-05 1.90233877e-05 1.36935545e-04 2.91285408e-03
 1.16971195e-01 6.40083313e-01 2.32400879e-01 7.33083952e-03
 1.23705657e-04]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0261_face0.png,White,White,Male,40-49,"[9.8187822e-01 1.1163384e-06 8.9379307e-03 4.8418271e-05 9.0434172e-05
 1.7274634e-04 8.8711679e-03]",[9.9688214e-01 2.8538430e-05 1.0221653e-03 2.0672323e-03],[9.9998403e-01 1.5948744e-05],"[8.5397062e-07 2.9214943e-06 5.2636384e-04 4.5894962e-03 1.3674547e-01
 7.3043799e-01 1.2643024e-01 1.2546873e-03 1.1966744e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0262_face0.png,Latino_Hispanic,Indian,Male,30-39,"[0.08897822 0.00239197 0.7952921  0.00613932 0.02941812 0.02373188
 0.05404853]",[0.29379624 0.00706339 0.2970716  0.40206876],[9.9999976e-01 2.7030467e-07],"[2.3120238e-06 4.0789106e-05 7.9011954e-03 3.7272432e-01 5.6870139e-01
 4.9606636e-02 1.0072270e-03 1.5926666e-05 1.6147617e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0263_face0.png,Middle Eastern,Indian,Male,30-39,"[9.7404487e-02 8.5381949e-03 1.0829295e-01 5.4618290e-06 5.7008194e-05
 9.8355617e-03 7.7586633e-01]",[0.39479595 0.0696787  0.0006066  0.5349187 ],[9.999993e-01 6.942300e-07],"[6.5292568e-08 3.8452714e-07 1.6660454e-04 9.2789903e-02 7.3524171e-01
 1.6755740e-01 4.2060548e-03 3.7351259e-05 6.0017305e-07]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0264_face0.png,Middle Eastern,White,Male,70+,"[0.23032303 0.00104446 0.14381352 0.00617543 0.04538088 0.08239502
 0.4908676 ]",[6.3127774e-01 2.3101947e-04 3.3771566e-01 3.0775666e-02],[0.99325836 0.00674164],"[5.5709628e-05 1.2220544e-04 1.0319254e-03 1.2102615e-03 3.4743538e-03
 1.4153803e-02 1.3497561e-01 3.7409651e-01 4.7087964e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0265_face0.png,White,White,Male,40-49,"[4.6689960e-01 5.4488232e-04 4.3368128e-01 2.6328894e-04 5.9576961e-04
 1.8851968e-02 7.9163201e-02]",[9.8451418e-01 4.8487214e-05 3.1070193e-04 1.5126737e-02],[9.9983466e-01 1.6538103e-04],"[4.5463566e-06 1.1939815e-05 3.2361053e-04 4.3972256e-03 1.9242969e-01
 6.8175942e-01 1.2017154e-01 8.9133927e-04 1.0680267e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0266_face0.png,White,White,Male,50-59,"[9.1323465e-01 1.3307862e-03 2.2151673e-02 7.3226163e-04 1.7172755e-03
 2.6674946e-03 5.8165785e-02]",[0.97850186 0.00243671 0.01283703 0.00622437],[9.9994671e-01 5.3255877e-05],"[2.8108258e-05 7.3347685e-05 1.2056227e-03 4.2447145e-03 3.2710128e-02
 2.6829767e-01 5.9986693e-01 9.0016373e-02 3.5571821e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0267_face0.png,Indian,Indian,Male,30-39,"[4.47314838e-03 1.11676445e-02 1.46558076e-01 1.36354356e-04
 7.24227400e-03 8.25542152e-01 4.88031842e-03]",[0.00228332 0.0382242  0.06491572 0.8945768 ],[9.9940354e-01 5.9647381e-04],"[5.6761235e-07 1.6818265e-05 1.2018529e-02 4.1181925e-01 5.2148074e-01
 5.3315341e-02 1.2794243e-03 6.6301938e-05 3.1316638e-06]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0268_face0.png,White,White,Male,50-59,"[9.5645666e-01 2.0201604e-05 9.7020529e-03 1.2875516e-03 1.2425196e-03
 9.6080569e-04 3.0330278e-02]",[9.9913567e-01 1.1132165e-06 6.4094731e-04 2.2228083e-04],[9.9988931e-01 1.1069236e-04],"[2.7937947e-05 3.5242032e-05 3.8878809e-04 2.7649915e-03 2.6073430e-02
 2.4242289e-01 6.3809949e-01 8.4964111e-02 5.2231122e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0269_face0.png,Black,Black,Male,30-39,"[2.1198828e-07 9.9999183e-01 3.4651782e-06 4.0492086e-08 3.8206719e-07
 3.7235532e-06 4.0423686e-07]",[3.0937505e-07 9.9999094e-01 2.5183676e-06 6.2549343e-06],[9.9999911e-01 9.2245017e-07],"[1.3352280e-07 4.2465867e-06 1.8245825e-03 2.6569700e-01 4.7758552e-01
 2.4403127e-01 1.0630681e-02 2.1226172e-04 1.4284750e-05]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0270_face0.png,White,White,Male,40-49,"[7.6127219e-01 5.2586493e-05 1.8764754e-01 2.6716749e-04 5.1008328e-04
 6.4384672e-03 4.3811891e-02]",[9.9576735e-01 4.5733879e-05 5.2499515e-04 3.6619094e-03],[9.9999797e-01 2.0229477e-06],"[8.9630771e-07 3.2080875e-06 3.1457693e-04 8.8024903e-03 3.0312529e-01
 6.3517267e-01 5.2224897e-02 3.5412746e-04 1.8731358e-06]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0271_face0.png,Black,Black,Male,20-29,"[6.5042934e-07 9.9990374e-01 1.4939488e-05 5.5622159e-08 7.8966139e-07
 7.8897414e-05 8.6059765e-07]",[5.4180492e-07 9.9989450e-01 5.4816264e-06 9.9374047e-05],[9.9999392e-01 6.0129855e-06],"[6.7329744e-08 3.7433892e-06 3.4501127e-03 4.9804443e-01 4.3845567e-01
 5.9323538e-02 7.1622018e-04 5.9874296e-06 2.3150241e-07]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0272_face0.png,White,White,Male,20-29,"[4.8832527e-01 1.8930262e-04 4.6813360e-01 1.1261211e-02 1.0996256e-02
 9.3627330e-03 1.1731710e-02]",[9.7709119e-01 2.9848808e-05 1.7416177e-02 5.4626693e-03],[9.999771e-01 2.286667e-05],"[2.6632276e-07 1.5792441e-05 7.6716105e-03 5.6127316e-01 4.0094644e-01
 2.9770866e-02 3.1882853e-04 3.0756078e-06 3.3732636e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0273_face0.png,Middle Eastern,Indian,Male,20-29,"[1.2530100e-01 1.8912607e-03 3.9957875e-01 2.0763771e-04 1.0607152e-03
 2.8859304e-02 4.4310132e-01]",[0.2989114  0.0275044  0.01238474 0.66119945],[9.9999970e-01 3.2024724e-07],"[2.9328410e-07 8.5894490e-06 2.5602020e-03 5.9895986e-01 3.8755545e-01
 1.0856760e-02 5.8392459e-05 4.9365900e-07 5.6001288e-09]",Others,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0274_face0.png,White,White,Male,50-59,"[0.7968755  0.00128812 0.0381391  0.00175597 0.00190457 0.00238085
 0.15765582]",[0.99115384 0.00112055 0.00309916 0.00462646],[9.9941134e-01 5.8865407e-04],"[2.8383542e-05 2.5227431e-05 3.5062170e-04 2.2055311e-03 2.1743087e-02
 1.5590274e-01 6.5943784e-01 1.5049927e-01 9.8073548e-03]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0275_face0.png,White,White,Male,30-39,"[9.4467455e-01 9.0003678e-06 1.9777071e-02 1.3687051e-04 2.1408554e-04
 8.7678846e-04 3.4311634e-02]",[9.9028444e-01 9.5653682e-05 1.6654481e-03 7.9545435e-03],[9.999995e-01 4.989815e-07],"[2.1644739e-06 3.0240937e-05 4.6986341e-03 1.1476282e-01 5.9130180e-01
 2.8138396e-01 7.7427467e-03 7.6580560e-05 9.6831275e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0276_face0.png,White,White,Male,30-39,"[5.0490016e-01 1.8026121e-04 3.8153085e-01 2.1004253e-04 3.7310200e-04
 6.8747483e-02 4.4058029e-02]",[8.0526084e-01 3.9962886e-04 9.4746432e-04 1.9339210e-01],[9.9999952e-01 4.5216973e-07],"[4.9747368e-06 2.7980564e-05 4.0995984e-04 3.8243003e-02 5.8738184e-01
 3.6367652e-01 1.0226032e-02 2.9479026e-05 1.6277642e-07]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0277_face0.png,White,White,Male,30-39,"[8.8733512e-01 2.1177545e-04 7.4152514e-02 2.1498071e-03 3.8756593e-03
 1.4091515e-03 3.0866034e-02]",[0.9507681  0.00096567 0.01860891 0.02965731],[9.9998373e-01 1.6272144e-05],"[9.2167591e-07 7.9199954e-06 1.6490293e-03 1.3448834e-01 6.3233745e-01
 2.2412348e-01 7.3153400e-03 7.6137905e-05 1.3484173e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0278_face0.png,Black,Black,Male,50-59,"[3.3705629e-07 9.9996781e-01 1.5452544e-05 2.4327761e-07 1.7312939e-06
 1.3994384e-05 4.2421240e-07]",[1.6394512e-06 9.9998242e-01 6.3889347e-06 9.4806310e-06],[0.99526215 0.0047378 ],"[1.38184605e-05 1.07977074e-04 8.26787553e-04 8.21611658e-03
 7.80869946e-02 3.84721428e-01 4.38937366e-01 7.24913478e-02
 1.65981147e-02]",Black,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0279_face0.png,White,White,Male,30-39,"[0.5928388  0.02168157 0.19773012 0.09074569 0.05597991 0.00640446
 0.03461943]",[0.9767074  0.00999809 0.00843876 0.00485577],[0.998679   0.00132099],"[2.1237891e-07 2.9135911e-06 2.5597522e-03 2.7469257e-01 6.1128861e-01
 1.0587518e-01 5.3664432e-03 2.0557124e-04 8.8375464e-06]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0280_face0.png,Black,Black,Male,30-39,"[1.0176291e-03 9.7288924e-01 2.0177236e-02 8.4570338e-06 1.5425355e-04
 2.0730898e-03 3.6801193e-03]",[1.0714738e-04 9.9893266e-01 3.2441141e-05 9.2777429e-04],[9.9999553e-01 4.4493654e-06],"[1.0429142e-06 8.8075813e-06 9.4882777e-04 2.3430772e-01 6.6113853e-01
 1.0114909e-01 2.4113422e-03 3.3277891e-05 1.2895144e-06]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0281_face0.png,Black,Black,Male,30-39,"[3.6873844e-06 9.9959391e-01 5.7024561e-05 2.3242728e-06 2.6914422e-05
 3.0423427e-04 1.1859319e-05]",[4.9906548e-06 9.9997032e-01 1.3008844e-05 1.1656685e-05],[9.993766e-01 6.234777e-04],"[3.1356233e-06 1.4664429e-04 1.2878822e-02 1.9896783e-01 4.8220280e-01
 2.7124214e-01 3.2796372e-02 1.5926905e-03 1.6960237e-04]",Black,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0282_face0.png,White,White,Male,40-49,"[4.8311648e-01 9.1088098e-04 4.5163086e-01 4.8151356e-04 9.8517677e-04
 2.8879886e-02 3.3995170e-02]",[9.5300275e-01 8.0645079e-04 1.2666284e-03 4.4924203e-02],[9.9987882e-01 1.2117008e-04],"[1.6448314e-05 7.3501978e-05 7.2026154e-04 2.1444708e-03 7.5558916e-02
 5.8476174e-01 3.3274820e-01 3.9284551e-03 4.7970349e-05]",White,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0283_face0.png,Middle Eastern,White,Male,60-69,"[2.6412815e-01 9.5481292e-04 2.2372533e-01 1.6396905e-04 1.1124084e-03
 3.6871333e-02 4.7304404e-01]",[9.8647386e-01 1.0646397e-04 2.5083185e-03 1.0911321e-02],[0.99680775 0.00319227],"[2.4173889e-05 4.0511102e-05 4.5140597e-04 7.2644209e-04 4.7299517e-03
 3.5348125e-02 4.0291747e-01 4.0393382e-01 1.5182815e-01]",White,60+
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0284_face0.png,White,White,Male,20-29,"[9.8395395e-01 1.2984921e-05 6.2860334e-03 2.5783278e-04 2.7427165e-04
 8.6605898e-04 8.3489176e-03]",[9.9631661e-01 1.8400271e-05 1.0533185e-03 2.6117314e-03],[9.9997050e-01 2.9541296e-05],"[1.4810603e-07 1.3113042e-05 2.3701955e-02 7.1749949e-01 2.3850805e-01
 1.9981377e-02 2.9284132e-04 2.9530524e-06 7.9983046e-08]",White,20-39
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0285_face0.png,Middle Eastern,Asian,Male,50-59,"[0.06635763 0.00187806 0.21606293 0.00702502 0.01629598 0.02596841
 0.666412  ]",[0.43384928 0.00067915 0.52929324 0.03617825],[9.9997967e-01 2.0330112e-05],"[1.1389450e-04 1.3690940e-04 8.8087627e-04 6.6757697e-04 6.1986814e-03
 6.4465657e-02 5.5371016e-01 3.4998062e-01 2.3845619e-02]",Others,40-59
/scratch/project_462000771/mengting/projects/bias/SD3/prompt2/selected_faces/detected_unhappy/unhappy_person_0286_face0.png,White,White,Male,50-59,"[0.5391111  0.01098158 0.21702506 0.00898738 0.03195662 0.11114096
 0.08079731]",[9.8354608e-01 2.2595702e-04 5.3889020e-03 1.0839032e-02],[9.9975312e-01 2.4688776e-04],"[8.3991610e-05 9.6128497e-05 5.2718254e-04 3.2594273e-04 2.6668389e-03
 4.4072561e-02 4.6282032e-01 4.5809919e-01 3.1307861e-02]",White,40-59
