face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,race_final,age_final,attractiveness
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0258_face0.png,Black,Black,Male,30-39,"[4.9637615e-06 9.9971145e-01 1.3440009e-04 1.7276255e-06 1.9593293e-05
 1.2402688e-04 3.8383992e-06]",[3.5197415e-06 9.9976730e-01 2.8746548e-05 2.0046360e-04],[9.997226e-01 2.774070e-04],"[1.0448990e-06 1.0399003e-05 3.1082574e-04 8.6752973e-02 4.8583928e-01
 3.8778895e-01 3.8561463e-02 6.7168998e-04 6.3340209e-05]",Black,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0259_face0.png,White,White,Male,30-39,"[9.9689394e-01 4.2262611e-05 2.8680227e-04 4.3848726e-05 1.0897395e-04
 9.9899098e-06 2.6141200e-03]",[9.9980122e-01 4.0652903e-06 1.5185981e-04 4.2882060e-05],[9.9999994e-01 7.2406792e-08],"[1.7494648e-08 3.2739385e-06 1.0998275e-03 4.4550842e-01 5.3508031e-01
 1.8236745e-02 7.0965587e-05 4.3891390e-07 1.2204710e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0260_face0.png,Latino_Hispanic,White,Female,40-49,"[0.12643692 0.00591781 0.5385178  0.00465907 0.03044709 0.0461583
 0.24786304]",[0.49056223 0.00338576 0.4690443  0.03700774],[0.49388453 0.50611544],"[8.8706423e-05 3.4816423e-04 9.0917647e-03 8.4579751e-02 3.3264136e-01
 4.0921420e-01 1.4447358e-01 1.7784309e-02 1.7781464e-03]",Others,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0261_face0.png,White,White,Male,30-39,"[8.6674517e-01 2.3390765e-04 3.6785185e-02 3.9749217e-04 8.5021561e-04
 6.1088991e-03 8.8879228e-02]",[9.5205963e-01 4.7043723e-04 4.3657208e-03 4.3104209e-02],[9.9997592e-01 2.4036744e-05],"[5.8291238e-07 7.6975994e-06 1.4605009e-03 2.7922818e-01 6.1859554e-01
 9.8924823e-02 1.7555653e-03 2.5951815e-05 1.1568542e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0262_face0.png,Black,Black,Female,20-29,"[0.03553626 0.51203835 0.38761312 0.00652364 0.01975972 0.03142028
 0.00710863]",[0.00272646 0.43396488 0.2561845  0.30712414],[0.03126401 0.96873605],"[5.9568145e-05 6.6588144e-03 1.8103035e-01 4.4375545e-01 2.8117490e-01
 7.0713803e-02 1.4647485e-02 1.8141825e-03 1.4546666e-04]",Black,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0263_face0.png,Latino_Hispanic,Asian,Female,30-39,"[0.04703007 0.04451067 0.5599445  0.09163338 0.19977061 0.04659741
 0.01051334]",[0.07243633 0.01538197 0.78618836 0.1259933 ],[0.08402004 0.91598   ],"[4.2466087e-05 3.6937310e-03 7.6537468e-02 2.7452376e-01 4.5225400e-01
 1.6075248e-01 3.0319415e-02 1.7501179e-03 1.2654929e-04]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0264_face0.png,White,White,Female,40-49,"[9.4287419e-01 1.1410082e-04 2.0182038e-02 9.2341918e-03 6.8023731e-03
 1.4854897e-03 1.9307580e-02]",[8.7463635e-01 2.9896011e-04 1.1956371e-01 5.5009960e-03],[0.01251857 0.9874814 ],"[2.2932622e-05 9.6382934e-04 6.1060381e-03 1.2855816e-01 2.7657658e-01
 3.7924221e-01 1.7041653e-01 2.4485862e-02 1.3627768e-02]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0265_face0.png,Latino_Hispanic,White,Male,30-39,"[0.13765077 0.00094929 0.47157025 0.00231517 0.00601826 0.07486136
 0.30663493]",[0.90881145 0.00401257 0.02950079 0.05767523],[9.9983567e-01 1.6430744e-04],"[2.1268097e-06 1.6581951e-05 3.0041044e-04 3.0250268e-02 5.6618595e-01
 3.8281024e-01 2.0320849e-02 1.1143642e-04 2.1800502e-06]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0266_face0.png,Middle Eastern,White,Male,20-29,"[3.4335443e-01 3.1373997e-03 1.2804350e-01 8.2019789e-05 3.2843379e-04
 1.3796653e-02 5.1125759e-01]",[9.8742479e-01 2.6174032e-04 6.3399674e-04 1.1679465e-02],[9.9998677e-01 1.3241417e-05],"[7.0314383e-07 4.4567580e-05 4.9365726e-03 5.7146567e-01 4.0019313e-01
 2.3014454e-02 3.4014409e-04 4.5888464e-06 1.4948611e-07]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0267_face0.png,Black,Black,Male,20-29,"[1.1597175e-05 9.9201173e-01 7.3790969e-04 4.1733812e-05 8.9291926e-04
 6.2345527e-03 6.9604561e-05]",[1.8482437e-05 9.9158388e-01 7.9126621e-04 7.6062926e-03],[9.992328e-01 7.671706e-04],"[7.4984285e-07 4.2700198e-05 1.9725410e-02 5.0043190e-01 3.9222902e-01
 8.3755016e-02 3.5557430e-03 2.3002902e-04 2.9378454e-05]",Black,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0268_face0.png,Middle Eastern,White,Male,30-39,"[8.0456883e-02 3.2278479e-03 3.9048842e-01 9.6138232e-05 7.9248031e-04
 1.2919968e-01 3.9573857e-01]",[0.5551574  0.01117337 0.00129381 0.43237543],[9.9999374e-01 6.3165562e-06],"[3.9931670e-06 1.0821680e-04 5.9630219e-03 3.3833295e-01 6.0601020e-01
 4.9274452e-02 3.0184109e-04 5.2412029e-06 9.9811693e-08]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0269_face0.png,White,White,Female,40-49,"[9.8154390e-01 2.7609423e-07 2.8712112e-03 3.7783914e-06 6.4633564e-06
 5.7195659e-05 1.5517142e-02]",[9.9987745e-01 1.4368842e-06 3.9388837e-05 8.1790531e-05],[1.1682917e-04 9.9988317e-01],"[2.6624216e-08 9.8932333e-07 4.8825319e-04 5.6219768e-02 3.7869713e-01
 5.0918233e-01 5.4341536e-02 1.0477286e-03 2.2282686e-05]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0270_face0.png,White,White,Female,30-39,"[4.4883385e-01 4.5597921e-03 3.0288196e-01 1.7116922e-04 3.2850512e-04
 2.2295970e-02 2.2092876e-01]",[0.9025268  0.0062576  0.00199541 0.08922026],[0.04140167 0.9585984 ],"[2.5976038e-07 1.6684227e-05 7.6843821e-03 3.4040830e-01 5.7551420e-01
 7.4642666e-02 1.6709998e-03 5.8577112e-05 3.8621833e-06]",White,20-39,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0271_face0.png,Middle Eastern,White,Male,40-49,"[0.19615836 0.00713047 0.22318521 0.02422295 0.05761482 0.05741436
 0.4342738 ]",[0.6049221  0.01702204 0.23594587 0.14210989],[0.9983615  0.00163852],"[4.9838884e-05 4.0174913e-04 9.4315251e-03 1.7858861e-01 2.3093061e-01
 2.9150161e-01 2.2475386e-01 5.1952798e-02 1.2389429e-02]",Others,40-59,0.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0272_face0.png,White,White,Female,30-39,"[0.6716708  0.00088346 0.17322159 0.0457495  0.03914943 0.03186998
 0.03745526]",[0.7660958  0.00154411 0.11151797 0.12084211],[0.00325677 0.99674326],"[6.9741473e-06 6.6561525e-04 1.6154537e-02 3.0755216e-01 4.9457371e-01
 1.6547742e-01 1.4034169e-02 1.3318759e-03 2.0353757e-04]",White,20-39,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0273_face0.png,White,White,Male,30-39,"[4.9040842e-01 3.2927614e-04 1.1460066e-01 3.0275155e-02 2.3790218e-02
 5.9196283e-03 3.3467665e-01]",[9.0542865e-01 1.7627786e-04 8.3184391e-02 1.1210657e-02],[0.88243246 0.11756755],"[0.00055306 0.0088599  0.08202123 0.27627784 0.29167446 0.28699565
 0.05007803 0.00324621 0.00029353]",White,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0274_face0.png,White,White,Male,30-39,"[9.8655027e-01 1.2974253e-05 6.6118711e-03 7.7811055e-05 5.2656007e-05
 1.2269958e-04 6.5717050e-03]",[9.9446118e-01 4.3923041e-04 3.9572231e-03 1.1423468e-03],[9.9997330e-01 2.6718759e-05],"[2.2122357e-08 4.4948843e-07 1.3704346e-04 2.6234740e-01 6.9743139e-01
 3.9869364e-02 2.1342299e-04 9.0189775e-07 1.4638241e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0275_face0.png,White,White,Male,40-49,"[4.1070902e-01 2.9946925e-04 2.9636711e-01 2.3645867e-02 1.6400540e-02
 8.0805570e-03 2.4449734e-01]",[8.3912265e-01 6.9258531e-04 1.4932840e-01 1.0856344e-02],[9.9953777e-01 4.6222110e-04],"[1.4370552e-04 2.4661058e-04 6.5932650e-04 1.5390669e-02 2.9830098e-01
 5.8192086e-01 1.0147477e-01 1.8232601e-03 3.9801424e-05]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0276_face0.png,Latino_Hispanic,White,Male,20-29,"[0.09967339 0.00053197 0.4013745  0.21562181 0.20329846 0.0259111
 0.05358879]",[0.7410129  0.0018762  0.11052118 0.1465897 ],[0.79571766 0.20428233],"[5.3131444e-06 2.0035388e-04 3.1644095e-02 5.5328757e-01 3.3425316e-01
 7.2535776e-02 7.0015434e-03 9.8465174e-04 8.7626933e-05]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0277_face0.png,White,White,Male,30-39,"[9.91035938e-01 1.85904730e-06 3.09537561e-03 5.04794070e-06
 1.46361535e-05 2.10257549e-05 5.82603551e-03]",[9.9947351e-01 2.9344805e-05 2.9457666e-04 2.0254428e-04],[9.9943334e-01 5.6663546e-04],"[1.0777830e-07 6.5880481e-06 3.3117319e-03 1.8905792e-01 5.1941335e-01
 2.7091932e-01 1.7027268e-02 2.5399949e-04 9.6623689e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0278_face0.png,White,White,Female,40-49,"[5.5500990e-01 1.7858010e-05 1.4118760e-02 1.1016722e-01 3.5419993e-02
 1.0648880e-03 2.8420144e-01]",[9.9740136e-01 1.6245333e-05 2.3126346e-03 2.6976806e-04],[0.01390067 0.98609936],"[3.2706801e-05 1.3194632e-03 1.5687715e-02 1.5413888e-01 3.2769126e-01
 3.6096880e-01 1.2279152e-01 1.4431972e-02 2.9376450e-03]",White,40-59,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0279_face0.png,Southeast Asian,Asian,Male,30-39,"[0.00211492 0.00084046 0.04982911 0.33640778 0.60326654 0.0047814
 0.00275977]",[8.3056028e-04 3.3476079e-04 9.9424487e-01 4.5897812e-03],[0.99667495 0.00332509],"[3.1303105e-05 8.7323169e-05 2.9563040e-03 1.1355743e-01 4.8929578e-01
 3.2875568e-01 5.9232000e-02 5.7021216e-03 3.8210038e-04]",Asian,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0280_face0.png,White,White,Male,30-39,"[0.53494465 0.00097425 0.32100618 0.00751729 0.01004423 0.05031395
 0.07519953]",[0.68342376 0.00125319 0.1329943  0.18232869],[0.9506661  0.04933387],"[1.0643954e-05 2.9761560e-04 2.5577678e-03 2.3763451e-01 6.6615111e-01
 9.1887698e-02 1.4371225e-03 2.2321103e-05 1.1671075e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0281_face0.png,Latino_Hispanic,White,Male,40-49,"[0.4261624  0.00055402 0.45131022 0.00368064 0.00452531 0.04397132
 0.06979616]",[9.1484958e-01 3.5997148e-04 6.6114180e-02 1.8676281e-02],[0.9986363  0.00136375],"[3.5391349e-05 5.1790666e-05 2.5820045e-04 3.1170018e-03 1.9396445e-01
 7.0145810e-01 1.0050316e-01 6.0608814e-04 5.8204023e-06]",Others,40-59,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0282_face0.png,East Asian,Asian,Female,30-39,"[1.1777709e-03 8.7591616e-06 3.8814541e-02 5.4870528e-01 4.0738964e-01
 3.4341104e-03 4.6988574e-04]",[3.2122121e-03 4.3831228e-06 9.8933268e-01 7.4507068e-03],[0.0135449 0.9864551],"[1.9609447e-06 1.3607228e-04 9.9740587e-03 2.1832758e-01 5.7826418e-01
 1.8248375e-01 9.9119395e-03 8.8200817e-04 1.8487070e-05]",Asian,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0283_face0.png,White,White,Male,40-49,"[9.2724752e-01 3.3269267e-04 2.4270764e-02 6.7664967e-03 3.2204359e-03
 4.5596412e-04 3.7706170e-02]",[9.91456389e-01 5.21908951e-05 8.38595908e-03 1.05378815e-04],[0.9986596  0.00134037],"[5.9049955e-05 3.4752498e-05 4.6871669e-04 3.6484476e-02 3.4005955e-01
 4.5943132e-01 1.5607816e-01 7.1421824e-03 2.4172745e-04]",White,40-59,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0284_face0.png,Latino_Hispanic,Asian,Male,20-29,"[0.02289352 0.00151489 0.44667938 0.00996458 0.01939114 0.30084687
 0.19870955]",[0.13771665 0.00753682 0.45713842 0.39760807],[9.9979657e-01 2.0346494e-04],"[1.3100771e-04 1.3783351e-03 8.7432051e-03 4.8479891e-01 4.3430668e-01
 6.9030955e-02 1.5425705e-03 6.6472763e-05 1.9210825e-06]",Others,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0285_face0.png,White,White,Female,20-29,"[7.5367391e-01 2.2918527e-04 7.2273098e-02 1.1205952e-01 2.4025477e-02
 7.4923376e-04 3.6989570e-02]",[8.7241006e-01 4.5029103e-04 1.2250606e-01 4.6336544e-03],[0.0399465 0.9600535],"[1.8608363e-06 5.3573668e-04 1.0532824e-01 6.5879542e-01 1.9178507e-01
 3.6924005e-02 5.6487783e-03 8.1769819e-04 1.6317394e-04]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0286_face0.png,Southeast Asian,Asian,Male,30-39,"[0.01625883 0.04393946 0.08403768 0.24475016 0.49718186 0.10671569
 0.00711628]",[0.00536728 0.02203103 0.8427773  0.12982441],[0.9937307  0.00626925],"[4.9860837e-06 1.8319961e-04 6.0625733e-03 2.1672867e-01 4.0483999e-01
 2.9105440e-01 7.7277370e-02 3.4668494e-03 3.8200038e-04]",Asian,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0287_face0.png,White,White,Male,20-29,"[8.4365433e-01 1.9653551e-05 3.1663563e-02 9.2226709e-04 9.2093699e-04
 1.1913892e-03 1.2162778e-01]",[9.9305427e-01 1.8213112e-05 2.2104564e-03 4.7170073e-03],[9.9998784e-01 1.2143045e-05],"[4.9395851e-07 1.9060271e-05 5.1041818e-03 5.0606912e-01 4.6972144e-01
 1.8985514e-02 9.8924043e-05 1.2693474e-06 3.4758951e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0288_face0.png,White,White,Male,20-29,"[6.6730636e-01 2.4426580e-04 8.4789544e-02 2.7215276e-03 2.8489758e-03
 1.2404992e-03 2.4084876e-01]",[9.9515998e-01 1.1223261e-04 2.7865304e-03 1.9412250e-03],[9.9963874e-01 3.6130508e-04],"[2.5543159e-05 6.7412974e-03 3.5974386e-01 5.1020348e-01 1.0295565e-01
 1.9047944e-02 1.1876420e-03 8.7617707e-05 6.8389286e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0289_face0.png,White,White,Male,30-39,"[7.0555383e-01 1.3636092e-04 2.9888239e-02 1.8122542e-03 1.5188392e-03
 2.4801474e-03 2.5861037e-01]",[9.9357051e-01 2.3916898e-04 1.7757178e-03 4.4145836e-03],[0.9984725  0.00152746],"[1.9833753e-05 5.0681330e-05 2.9111485e-04 2.4476089e-02 5.1287651e-01
 4.4154212e-01 2.0600146e-02 1.4089234e-04 2.6876901e-06]",White,20-39,
/scratch/project_462001220/mengting/projects_771/bias/Wan2.1/prompt2/complete_selected_faces/detected_unhappy/0290_face0.png,White,White,Male,30-39,"[9.95846093e-01 9.08487709e-06 8.36884894e-04 7.89819478e-06
 1.47814535e-05 9.08428992e-05 3.19435517e-03]",[9.9948645e-01 1.2603071e-05 2.6776745e-05 4.7419537e-04],[9.9961710e-01 3.8285475e-04],"[6.0612939e-07 4.5605566e-06 2.4923647e-04 1.3914379e-01 7.0231467e-01
 1.5623271e-01 2.0396619e-03 1.4081377e-05 7.3376845e-07]",White,20-39,1.0
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0291_face0.png,Latino_Hispanic,White,Male,30-39,"[0.20302497 0.0021226  0.53420746 0.00149494 0.00211978 0.0153014
 0.24172893]",[0.54648745 0.00866442 0.01330006 0.431548  ],[9.9991834e-01 8.1694030e-05],"[3.2516004e-05 3.0281840e-04 8.5651996e-03 2.3771122e-01 5.2619636e-01
 2.0627646e-01 2.0490246e-02 4.1503555e-04 1.0078542e-05]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0292_face0.png,Black,Black,Male,40-49,"[3.14452041e-06 9.97710705e-01 4.52373206e-04 3.40599581e-05
 8.64975387e-04 9.23169777e-04 1.16712845e-05]",[4.4020285e-06 9.9600345e-01 1.1200128e-03 2.8719788e-03],[9.999997e-01 2.895136e-07],"[6.1065077e-07 4.1281460e-06 7.4183328e-05 1.4904905e-02 2.7262822e-01
 6.3701648e-01 7.3942937e-02 1.3761889e-03 5.2258216e-05]",Black,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0293_face0.png,White,White,Female,20-29,"[0.85130614 0.00362319 0.0889383  0.00949886 0.00810301 0.00204754
 0.03648302]",[0.5385938  0.11101551 0.2459762  0.10441448],[0.00748184 0.9925181 ],"[2.67483592e-05 2.14138813e-03 2.79453155e-02 4.72323626e-01
 3.75771940e-01 1.08819485e-01 1.20897992e-02 7.49834056e-04
 1.31805893e-04]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0294_face0.png,East Asian,White,Female,20-29,"[3.7121630e-01 3.1144915e-05 1.4348849e-02 5.5345935e-01 4.3352954e-02
 6.4886804e-04 1.6942529e-02]",[5.2434331e-01 2.1178208e-04 4.7442937e-01 1.0155616e-03],[0.02205998 0.97794   ],"[9.7871762e-06 1.9669640e-03 1.3191462e-01 6.7250347e-01 1.6594858e-01
 2.6356811e-02 1.1169775e-03 1.4259297e-04 4.0215611e-05]",Asian,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0295_face0.png,Latino_Hispanic,Indian,Male,40-49,"[0.09096043 0.00294348 0.29832327 0.06254648 0.24567497 0.12823765
 0.17131367]",[0.07412071 0.01163199 0.29602435 0.61822295],[0.71439093 0.2856091 ],"[0.00061527 0.0059055  0.02395668 0.15959747 0.20110744 0.3313598
 0.15920323 0.07309657 0.04515816]",Others,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0296_face0.png,White,White,Male,20-29,"[8.2493103e-01 4.1032684e-04 3.3694740e-02 2.6959737e-03 3.8709578e-03
 6.3650650e-03 1.2803188e-01]",[9.9674565e-01 3.5201031e-04 1.3428951e-03 1.5594594e-03],[0.83307934 0.16692069],"[2.3485876e-05 4.1370813e-04 1.6038552e-02 3.1779897e-01 2.9836076e-01
 2.6590723e-01 8.1456378e-02 1.5103168e-02 4.8976867e-03]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0297_face0.png,White,White,Male,20-29,"[8.7504452e-01 1.1606636e-03 6.1714582e-02 7.4118645e-05 1.2834479e-04
 4.6601696e-03 5.7217564e-02]",[9.9677873e-01 5.4244819e-04 2.0216341e-04 2.4766871e-03],[9.9936885e-01 6.3119153e-04],"[4.3342220e-06 3.8298502e-04 2.4986260e-02 6.1517602e-01 3.4982967e-01
 9.5438948e-03 7.5224525e-05 1.6703096e-06 4.5677158e-08]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0298_face0.png,East Asian,Asian,Female,20-29,"[7.7830078e-03 1.4133785e-03 2.5423629e-02 6.3282895e-01 3.3204758e-01
 2.4376959e-04 2.5964520e-04]",[0.0186587  0.0016835  0.97861135 0.00104642],[0.00401872 0.9959813 ],"[4.3199707e-06 4.9332209e-04 3.7433032e-02 5.1132089e-01 3.8546306e-01
 5.9766732e-02 5.0773243e-03 4.1815767e-04 2.3076260e-05]",Asian,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0299_face0.png,White,White,Female,20-29,"[7.37112641e-01 1.81324402e-04 1.21578544e-01 2.59963814e-02
 1.41773205e-02 8.48217867e-03 9.24715102e-02]",[0.8228248  0.00119974 0.05775608 0.11821941],[0.0066038 0.9933962],"[1.2577819e-07 6.3676802e-05 4.3036561e-02 7.4920338e-01 1.9296658e-01
 1.4309217e-02 4.0142273e-04 1.7167342e-05 1.8691466e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0300_face0.png,East Asian,White,Female,20-29,"[4.3310478e-01 1.8497526e-04 1.7966609e-03 4.8475900e-01 7.9374582e-02
 2.3514712e-04 5.4484757e-04]",[9.089661e-01 3.541947e-04 8.132302e-02 9.356682e-03],[0.00371952 0.9962805 ],"[3.1862794e-05 6.7407624e-03 8.4219538e-02 8.1265843e-01 8.4209211e-02
 1.1326526e-02 5.7702063e-04 9.6795098e-05 1.3988263e-04]",Asian,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0301_face0.png,Latino_Hispanic,White,Female,20-29,"[0.19821203 0.00166861 0.52570915 0.01844217 0.01270138 0.02564786
 0.21761888]",[0.48103508 0.01397605 0.05206969 0.4529192 ],[0.00131714 0.99868286],"[6.9887164e-06 7.6822279e-04 2.4000488e-02 4.5181534e-01 4.3589723e-01
 7.5780533e-02 1.0755939e-02 9.0627623e-04 6.8988658e-05]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0302_face0.png,White,White,Male,30-39,"[9.4538879e-01 1.6257558e-05 3.9327603e-02 4.6090531e-04 5.7075993e-04
 4.5723279e-04 1.3778552e-02]",[9.9667144e-01 1.6537831e-05 3.1501141e-03 1.6199077e-04],[9.9954432e-01 4.5564285e-04],"[8.7238986e-06 2.9811115e-05 1.7229879e-03 7.3754691e-02 5.4221821e-01
 3.4991705e-01 3.1984378e-02 3.5713450e-04 7.0469218e-06]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0303_face0.png,White,White,Female,30-39,"[9.9740571e-01 2.3638722e-06 1.2913396e-03 2.8417620e-04 5.3499676e-05
 4.3666796e-06 9.5862499e-04]",[9.9960101e-01 2.0812266e-05 3.2294699e-04 5.5201832e-05],[0.00103911 0.9989609 ],"[5.9086062e-07 2.7744962e-05 5.2583558e-03 2.8370556e-01 4.9407485e-01
 1.9853471e-01 1.8005075e-02 3.7955955e-04 1.3566538e-05]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0304_face0.png,Middle Eastern,White,Male,20-29,"[1.6788895e-01 3.1358490e-03 1.7754851e-01 1.5309421e-04 5.6639774e-04
 7.9545388e-03 6.4275271e-01]",[0.61544275 0.09139731 0.0015313  0.29162872],[0.66265005 0.33734998],"[5.2680895e-07 5.7262201e-05 7.2628051e-02 6.9014817e-01 2.1286567e-01
 2.2202561e-02 1.9079149e-03 1.7829437e-04 1.1530056e-05]",Others,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0305_face0.png,Middle Eastern,White,Female,40-49,"[3.4735131e-01 8.5673797e-05 4.1840844e-02 3.4050100e-02 9.2007592e-03
 5.3682714e-03 5.6210303e-01]",[9.1414863e-01 2.1970017e-04 3.9331205e-02 4.6300463e-02],[0.0044847 0.9955153],"[4.8941743e-06 1.0661077e-04 6.2784911e-03 1.5445067e-01 2.5959423e-01
 3.4514371e-01 1.6395673e-01 4.3696314e-02 2.6768366e-02]",White,40-59,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0306_face0.png,Middle Eastern,White,Male,30-39,"[4.5318285e-01 4.8059428e-05 4.6056584e-02 6.1182678e-03 3.5247384e-03
 2.7145408e-03 4.8835501e-01]",[9.7065997e-01 9.5846175e-05 2.2104176e-02 7.1399347e-03],[0.8426874  0.15731253],"[5.9366324e-05 1.1181379e-03 3.6092296e-02 2.6809525e-01 3.2792890e-01
 2.6714775e-01 8.4112205e-02 1.2270467e-02 3.1756056e-03]",White,20-39,
/scratch/project_462000771/mengting/projects/bias/Wan2.1/prompt2/selected_faces/detected_unhappy/unhappy_person_0307_face0.png,Latino_Hispanic,Indian,Male,30-39,"[1.9068113e-01 1.6522355e-03 4.8968646e-01 1.6656610e-04 5.5906648e-04
 2.8020447e-01 3.7050046e-02]",[0.15710405 0.00857732 0.00292671 0.831392  ],[9.9991876e-01 8.1278631e-05],"[1.2363698e-06 1.5539714e-05 2.4920036e-04 5.8252998e-02 7.3775893e-01
 2.0183282e-01 1.8846274e-03 4.6489276e-06 5.8032395e-08]",Others,20-39,
