imageName,predicted_label,actual_label,imageTag,dataset,beautification,imageGender,condition,perceived_attractiveness,feminine,happy,intelligence,trustworthy,unusual,sociability,perceived_age
cfd-beautified-male-white-8,1,1,cfd-male-white-8,cfd,beautified,male,white,5.0,2.0,4.0,5.0,4.0,4.0,5.0,29.0
cfd-original-female-indian-17,1,1,cfd-female-indian-17,cfd,original,female,indian,5.0,5.0,3.0,5.0,4.0,4.0,4.0,23.0
cfd-original-female-latino-18,0,1,cfd-female-latino-18,cfd,original,female,latino,5.0,6.0,4.0,5.0,4.0,2.0,4.0,35.5
cfd-beautified-male-mixed-1,1,1,cfd-male-mixed-1,cfd,beautified,male,mixed,4.0,3.0,4.0,5.0,4.0,4.0,4.0,23.0
cfd-original-female-indian-25,0,1,cfd-female-indian-25,cfd,original,female,indian,4.0,5.0,3.0,4.0,4.0,2.0,4.0,54.0
cfd-beautified-female-white-23,2,2,cfd-female-white-23,cfd,beautified,female,white,6.0,6.0,5.0,5.0,4.0,3.0,5.0,26.0
cfd-original-male-mixed-18,1,1,cfd-male-mixed-18,cfd,original,male,mixed,4.0,2.0,5.0,5.0,5.0,2.5,4.5,22.0
cfd-beautified-male-asian-24,1,1,cfd-male-asian-24,cfd,beautified,male,asian,4.0,1.0,4.0,5.0,4.0,3.0,4.0,24.0
cfd-beautified-male-latino-6,1,1,cfd-male-latino-6,cfd,beautified,male,latino,5.0,2.0,5.0,5.0,5.0,3.0,5.0,25.0
cfd-original-female-white-16,1,0,cfd-female-white-16,cfd,original,female,white,2.0,3.0,3.0,4.0,4.0,3.5,3.0,32.5
faces-beautified-female-old-2,1,1,faces-female-old-2,faces,beautified,female,old,4.0,5.0,4.0,5.0,5.0,3.0,5.0,68.0
faces-beautified-male-old-5,1,1,faces-male-old-5,faces,beautified,male,old,5.0,2.0,4.0,5.0,4.5,3.5,5.0,58.0
faces-original-male-middle-7,0,0,faces-male-middle-7,faces,original,male,middle,3.0,1.0,3.5,4.0,4.0,3.0,4.0,54.0
faces-beautified-female-young-4,1,1,faces-female-young-4,faces,beautified,female,young,5.0,4.0,4.0,5.0,4.0,5.0,5.0,23.0
faces-beautified-female-middle-16,2,1,faces-female-middle-16,faces,beautified,female,middle,5.0,6.0,5.0,5.0,4.0,4.0,5.0,38.5
faces-beautified-male-middle-13,1,0,faces-male-middle-13,faces,beautified,male,middle,3.0,1.0,3.0,4.0,4.0,3.0,3.0,57.5
faces-original-female-middle-20,0,0,faces-female-middle-20,faces,original,female,middle,3.0,5.0,3.0,4.0,4.0,3.0,4.0,54.0
faces-original-female-young-10,2,1,faces-female-young-10,faces,original,female,young,4.0,6.0,3.0,4.0,4.0,4.0,4.0,25.0
faces-original-male-young-17,1,1,faces-male-young-17,faces,original,male,young,4.0,3.0,3.0,4.0,4.0,4.0,4.0,20.0
faces-original-male-young-7,1,1,faces-male-young-7,faces,original,male,young,4.0,2.0,3.0,4.0,4.0,3.0,4.0,24.0
faces-beautified-male-middle-19,0,1,faces-male-middle-19,faces,beautified,male,middle,4.0,1.0,3.0,4.5,4.0,4.0,4.0,48.0
faces-beautified-female-old-16,1,1,faces-female-old-16,faces,beautified,female,old,4.0,6.0,5.0,5.0,5.0,3.0,5.0,69.0
faces-beautified-female-young-27,2,2,faces-female-young-27,faces,beautified,female,young,6.0,6.0,4.0,4.0,4.0,3.0,5.0,23.0
faces-beautified-male-young-16,1,1,faces-male-young-16,faces,beautified,male,young,5.0,3.0,3.0,4.0,4.0,2.5,4.5,21.5
faces-original-female-old-4,0,1,faces-female-old-4,faces,original,female,old,4.0,5.0,5.0,5.0,5.0,2.0,5.0,66.0
faces-original-female-young-15,0,1,faces-female-young-15,faces,original,female,young,4.0,5.0,3.0,4.0,4.0,4.0,4.0,23.5
faces-original-male-middle-8,0,0,faces-male-middle-8,faces,original,male,middle,2.0,1.0,2.0,4.0,3.0,4.0,3.0,54.0
faces-original-male-old-1,0,0,faces-male-old-1,faces,original,male,old,2.0,1.0,4.0,4.0,4.0,3.0,4.0,70.0
cfd-original-female-black-10,0,0,cfd-female-black-10,cfd,original,female,black,3.0,3.0,3.5,4.0,4.0,4.0,4.0,40.5
cfd-beautified-female-mixed-5,1,1,cfd-female-mixed-5,cfd,beautified,female,mixed,5.0,6.0,4.0,4.0,4.0,5.0,5.0,24.0
cfd-original-male-latino-8,1,1,cfd-male-latino-8,cfd,original,male,latino,5.0,1.0,5.0,5.0,4.5,3.0,5.0,27.5
cfd-beautified-female-black-15,2,1,cfd-female-black-15,cfd,beautified,female,black,5.0,5.0,5.0,4.5,4.0,3.0,5.0,29.0
cfd-beautified-female-indian-9,2,2,cfd-female-indian-9,cfd,beautified,female,indian,6.0,6.0,5.0,4.5,4.0,4.0,5.0,25.0
cfd-beautified-male-white-14,1,1,cfd-male-white-14,cfd,beautified,male,white,5.0,2.0,4.0,5.0,4.0,2.0,5.0,25.0
cfd-original-male-asian-6,0,1,cfd-male-asian-6,cfd,original,male,asian,4.0,2.0,5.0,5.0,5.0,3.0,5.0,28.0
cfd-beautified-female-black-6,2,2,cfd-female-black-6,cfd,beautified,female,black,6.0,6.5,5.0,5.0,5.0,5.0,5.0,26.0
cfd-original-male-indian-4,0,0,cfd-male-indian-4,cfd,original,male,indian,2.0,1.0,3.0,4.0,4.0,3.0,3.0,52.0
cfd-original-female-latino-2,1,1,cfd-female-latino-2,cfd,original,female,latino,4.0,5.0,3.0,4.0,4.0,3.0,4.0,27.0
cfd-original-female-white-3,2,1,cfd-female-white-3,cfd,original,female,white,5.0,6.0,4.0,4.0,4.0,3.0,4.0,28.0
faces-original-female-young-26,1,1,faces-female-young-26,faces,original,female,young,5.0,5.0,3.0,4.0,4.0,2.0,4.0,26.0
faces-beautified-female-young-15,2,2,faces-female-young-15,faces,beautified,female,young,5.5,6.0,3.5,4.0,4.0,3.0,5.0,23.0
faces-beautified-male-young-6,1,1,faces-male-young-6,faces,beautified,male,young,5.0,2.0,4.0,5.0,4.0,3.5,5.0,24.0
faces-beautified-female-old-26,1,1,faces-female-old-26,faces,beautified,female,old,4.0,6.0,5.0,5.0,5.0,3.0,5.0,68.0
faces-beautified-male-middle-18,0,1,faces-male-middle-18,faces,beautified,male,middle,5.0,1.0,3.0,5.0,5.0,2.0,5.0,54.0
faces-beautified-male-old-15,0,1,faces-male-old-15,faces,beautified,male,old,4.0,1.0,3.5,5.0,4.0,2.0,3.5,71.0
faces-original-female-middle-8,0,1,faces-female-middle-8,faces,original,female,middle,3.5,5.0,5.0,4.0,4.0,3.0,5.0,52.5
faces-original-female-old-14,0,0,faces-female-old-14,faces,original,female,old,3.0,4.0,3.0,4.0,4.0,4.0,4.0,73.0
faces-original-male-middle-3,0,0,faces-male-middle-3,faces,original,male,middle,3.0,1.0,2.0,4.0,3.0,2.0,3.0,50.0
faces-original-female-young-3,1,1,faces-female-young-3,faces,original,female,young,4.0,5.0,3.0,4.0,4.0,2.5,4.0,30.5
faces-beautified-male-young-2,2,2,faces-male-young-2,faces,beautified,male,young,6.0,3.0,4.0,5.0,4.0,3.5,5.0,22.0
faces-beautified-female-old-13,1,1,faces-female-old-13,faces,beautified,female,old,5.0,6.0,4.0,5.0,5.0,3.0,5.0,63.0
faces-beautified-male-middle-15,1,1,faces-male-middle-15,faces,beautified,male,middle,5.0,2.0,4.0,5.0,4.0,4.0,4.0,45.0
faces-beautified-male-old-7,0,1,faces-male-old-7,faces,beautified,male,old,4.0,1.0,3.0,5.0,4.0,3.0,4.0,62.0
faces-original-male-middle-10,1,1,faces-male-middle-10,faces,original,male,middle,4.0,1.0,3.0,4.0,4.0,2.0,4.0,47.0
faces-original-male-old-8,0,1,faces-male-old-8,faces,original,male,old,3.5,2.0,2.0,4.5,4.0,2.0,4.0,70.0
cfd-original-female-asian-25,1,1,cfd-female-asian-25,cfd,original,female,asian,4.0,3.0,4.0,4.0,4.0,3.5,4.0,26.5
cfd-beautified-female-latino-7,2,1,cfd-female-latino-7,cfd,beautified,female,latino,5.0,6.0,5.0,4.0,4.0,4.5,5.0,34.5
cfd-beautified-female-black-12,2,2,cfd-female-black-12,cfd,beautified,female,black,6.0,6.0,5.0,5.0,5.0,3.0,6.0,23.5
cfd-original-male-white-14,1,1,cfd-male-white-14,cfd,original,male,white,4.0,2.0,4.0,4.0,4.0,3.0,4.0,25.0
cfd-beautified-male-indian-15,1,1,cfd-male-indian-15,cfd,beautified,male,indian,4.0,1.0,4.0,5.0,4.0,3.0,4.0,35.0
cfd-beautified-male-mixed-22,1,1,cfd-male-mixed-22,cfd,beautified,male,mixed,5.0,3.0,3.0,5.0,4.0,4.0,4.0,23.0
cfd-beautified-male-white-12,1,1,cfd-male-white-12,cfd,beautified,male,white,4.0,2.0,4.0,4.0,4.0,4.0,4.5,23.5
cfd-original-female-latino-10,0,0,cfd-female-latino-10,cfd,original,female,latino,3.0,5.0,3.0,4.0,4.0,4.0,3.0,30.0
cfd-original-male-indian-19,1,1,cfd-male-indian-19,cfd,original,male,indian,4.0,1.0,3.0,4.0,4.0,3.5,3.0,25.0
cfd-original-male-white-21,0,0,cfd-male-white-21,cfd,original,male,white,2.0,1.0,3.0,3.0,3.0,4.0,3.0,23.0
cfd-original-male-mixed-10,0,1,cfd-male-mixed-10,cfd,original,male,mixed,4.0,1.0,4.0,4.0,4.0,3.0,5.0,28.0
cfd-beautified-male-mixed-9,1,1,cfd-male-mixed-9,cfd,beautified,male,mixed,5.0,1.0,5.0,5.0,5.0,3.0,5.0,33.0
cfd-beautified-male-black-3,1,1,cfd-male-black-3,cfd,beautified,male,black,5.0,2.0,4.0,5.0,4.0,3.0,5.0,21.0
cfd-beautified-female-asian-8,2,1,cfd-female-asian-8,cfd,beautified,female,asian,5.0,6.0,4.0,5.0,5.0,3.0,5.0,24.0
cfd-beautified-female-latino-14,2,2,cfd-female-latino-14,cfd,beautified,female,latino,6.0,6.0,5.0,5.0,4.0,3.0,5.0,24.0
cfd-original-female-asian-5,0,1,cfd-female-asian-5,cfd,original,female,asian,4.0,5.0,3.5,4.5,4.0,3.0,4.0,30.0
cfd-original-female-indian-16,0,1,cfd-female-indian-16,cfd,original,female,indian,4.0,5.0,3.0,4.0,4.0,3.0,4.0,43.0
cfd-original-female-latino-19,0,1,cfd-female-latino-19,cfd,original,female,latino,4.0,5.0,3.0,4.0,4.0,3.0,3.0,32.0
faces-original-female-young-13,2,1,faces-female-young-13,faces,original,female,young,5.0,6.0,4.0,5.0,4.0,2.0,5.0,23.0
faces-beautified-female-young-26,2,2,faces-female-young-26,faces,beautified,female,young,6.0,6.0,4.0,4.0,4.0,3.0,4.5,22.0
faces-original-male-middle-11,0,0,faces-male-middle-11,faces,original,male,middle,2.0,1.0,3.0,4.0,4.0,2.0,3.5,61.5
faces-beautified-female-middle-15,2,1,faces-female-middle-15,faces,beautified,female,middle,5.0,6.0,4.0,5.0,4.0,3.0,5.0,42.0
faces-beautified-male-old-21,1,1,faces-male-old-21,faces,beautified,male,old,4.0,1.0,3.0,5.0,4.0,3.0,4.0,61.5
faces-original-male-old-15,0,0,faces-male-old-15,faces,original,male,old,3.0,1.0,3.0,4.5,4.0,3.0,3.0,76.0
faces-original-male-young-13,2,1,faces-male-young-13,faces,original,male,young,5.0,2.0,3.0,5.0,4.0,3.0,4.0,28.0
faces-beautified-male-young-3,1,1,faces-male-young-3,faces,beautified,male,young,4.5,2.0,3.5,4.0,3.0,4.0,3.5,27.0
faces-beautified-female-old-19,1,1,faces-female-old-19,faces,beautified,female,old,5.0,6.0,5.0,5.0,5.0,2.5,5.0,70.0
faces-original-female-middle-24,0,1,faces-female-middle-24,faces,original,female,middle,4.0,5.0,3.0,4.0,4.0,3.0,4.0,55.0
faces-beautified-female-young-17,2,1,faces-female-young-17,faces,beautified,female,young,5.0,6.0,5.0,4.0,4.0,4.0,5.0,24.0
faces-beautified-male-old-18,0,1,faces-male-old-18,faces,beautified,male,old,4.0,1.0,3.0,4.0,4.0,4.0,3.0,62.0
faces-original-female-old-23,0,0,faces-female-old-23,faces,original,female,old,2.0,5.0,2.0,4.0,4.0,3.0,3.0,68.0
cfd-original-male-asian-24,0,0,cfd-male-asian-24,cfd,original,male,asian,3.0,1.0,3.0,4.0,4.0,4.0,4.0,31.0
cfd-original-male-mixed-25,0,0,cfd-male-mixed-25,cfd,original,male,mixed,3.0,1.0,3.0,4.0,4.0,3.0,4.0,47.0
cfd-original-female-black-2,0,1,cfd-female-black-2,cfd,original,female,black,5.0,5.0,4.0,5.0,5.0,4.0,4.0,34.0
cfd-beautified-male-asian-13,2,1,cfd-male-asian-13,cfd,beautified,male,asian,5.0,2.0,4.0,5.0,4.0,3.0,4.0,31.5
cfd-beautified-female-latino-11,2,1,cfd-female-latino-11,cfd,beautified,female,latino,5.0,6.0,4.0,4.0,4.0,5.0,5.0,26.0
cfd-beautified-male-white-15,1,1,cfd-male-white-15,cfd,beautified,male,white,5.0,2.0,4.0,5.0,4.0,2.0,5.0,31.0
cfd-original-female-indian-2,1,1,cfd-female-indian-2,cfd,original,female,indian,5.0,5.0,5.0,5.0,4.0,3.0,5.0,22.0
cfd-original-male-mixed-1,0,0,cfd-male-mixed-1,cfd,original,male,mixed,3.0,2.0,3.0,4.0,4.0,3.0,3.0,24.0
cfd-beautified-female-asian-1,2,1,cfd-female-asian-1,cfd,beautified,female,asian,5.0,6.0,3.0,5.0,5.0,3.0,4.0,26.0
cfd-beautified-male-black-23,1,0,cfd-male-black-23,cfd,beautified,male,black,3.0,2.0,4.0,4.0,4.0,3.0,4.0,27.0
cfd-original-male-white-24,0,0,cfd-male-white-24,cfd,original,male,white,3.0,1.0,3.0,4.0,3.0,3.0,3.0,32.0
cfd-beautified-female-latino-22,2,2,cfd-female-latino-22,cfd,beautified,female,latino,6.0,6.5,5.0,5.0,5.0,4.0,6.0,23.0
cfd-original-female-asian-22,1,1,cfd-female-asian-22,cfd,original,female,asian,3.5,5.0,4.0,4.0,4.0,3.0,4.0,25.0
cfd-original-female-indian-22,1,1,cfd-female-indian-22,cfd,original,female,indian,4.0,5.0,4.0,5.0,4.5,3.0,4.0,24.0
cfd-original-female-latino-11,0,0,cfd-female-latino-11,cfd,original,female,latino,3.0,4.0,3.0,4.0,4.0,4.0,3.0,28.0
cfd-original-male-indian-17,0,0,cfd-male-indian-17,cfd,original,male,indian,2.0,1.0,3.0,4.0,4.0,3.0,3.0,55.0
cfd-beautified-male-black-12,0,0,cfd-male-black-12,cfd,beautified,male,black,3.0,1.0,3.0,4.0,4.0,3.0,4.0,22.0
cfd-beautified-female-latino-6,2,2,cfd-female-latino-6,cfd,beautified,female,latino,6.0,6.0,5.0,4.0,5.0,4.0,5.0,23.0
cfd-beautified-female-white-5,1,1,cfd-female-white-5,cfd,beautified,female,white,5.0,5.5,5.0,5.0,5.0,4.0,5.0,25.0
cfd-beautified-male-indian-13,1,1,cfd-male-indian-13,cfd,beautified,male,indian,5.0,1.0,5.0,5.0,5.0,3.0,5.0,30.0
cfd-original-female-latino-8,0,0,cfd-female-latino-8,cfd,original,female,latino,3.0,5.0,4.0,4.0,4.0,3.0,4.0,30.5
cfd-original-female-white-21,0,0,cfd-female-white-21,cfd,original,female,white,3.0,5.0,4.0,4.0,4.0,2.0,4.0,35.0
cfd-original-male-black-9,0,0,cfd-male-black-9,cfd,original,male,black,3.0,1.0,3.0,4.0,4.0,3.0,4.0,28.0
cfd-beautified-female-black-8,1,1,cfd-female-black-8,cfd,beautified,female,black,4.0,5.0,4.0,4.0,4.0,3.0,4.0,25.5
cfd-beautified-female-white-24,2,2,cfd-female-white-24,cfd,beautified,female,white,6.0,7.0,5.0,4.5,5.0,5.0,5.0,24.5
cfd-original-female-indian-23,0,1,cfd-female-indian-23,cfd,original,female,indian,4.0,5.0,3.0,4.0,4.0,3.0,4.0,44.0
cfd-original-female-white-7,0,1,cfd-female-white-7,cfd,original,female,white,5.0,6.0,5.0,4.0,4.0,3.0,5.0,26.0
cfd-original-male-asian-3,0,1,cfd-male-asian-3,cfd,original,male,asian,4.0,2.0,4.0,5.0,5.0,3.0,4.0,32.0
cfd-original-male-mixed-8,1,1,cfd-male-mixed-8,cfd,original,male,mixed,4.0,2.0,4.0,4.0,4.0,4.0,5.0,24.0
faces-original-female-old-26,0,0,faces-female-old-26,faces,original,female,old,3.0,5.0,3.0,4.0,4.0,4.0,3.5,74.0
faces-beautified-female-old-1,1,0,faces-female-old-1,faces,beautified,female,old,3.0,5.0,4.0,4.0,4.0,4.0,5.0,59.0
faces-original-male-old-18,0,0,faces-male-old-18,faces,original,male,old,2.0,1.0,2.0,4.0,3.0,3.0,2.0,73.0
faces-beautified-male-middle-10,2,1,faces-male-middle-10,faces,beautified,male,middle,5.0,2.0,4.0,5.0,4.0,3.0,5.0,37.0
faces-original-female-middle-5,0,0,faces-female-middle-5,faces,original,female,middle,3.0,5.0,3.0,4.0,4.0,3.0,4.0,54.5
cfd-beautified-female-asian-3,2,1,cfd-female-asian-3,cfd,beautified,female,asian,5.0,6.0,5.0,5.0,4.0,3.0,5.0,25.0
cfd-original-male-mixed-21,0,0,cfd-male-mixed-21,cfd,original,male,mixed,3.0,2.0,3.0,4.0,4.0,4.0,4.0,34.5
cfd-original-male-black-13,1,1,cfd-male-black-13,cfd,original,male,black,4.0,1.0,4.0,4.0,4.0,2.5,4.0,25.0
cfd-beautified-female-white-9,2,2,cfd-female-white-9,cfd,beautified,female,white,6.0,6.0,4.0,4.0,4.0,4.0,5.0,20.0
cfd-beautified-male-mixed-15,1,1,cfd-male-mixed-15,cfd,beautified,male,mixed,5.0,2.0,3.0,4.0,4.0,3.0,4.0,28.0
cfd-original-male-latino-16,0,0,cfd-male-latino-16,cfd,original,male,latino,3.0,1.0,3.0,4.0,4.0,3.0,4.0,24.0
cfd-beautified-female-mixed-9,1,1,cfd-female-mixed-9,cfd,beautified,female,mixed,5.0,6.0,5.0,4.0,4.0,5.0,5.0,25.5
cfd-beautified-male-white-22,0,1,cfd-male-white-22,cfd,beautified,male,white,4.5,2.0,4.0,5.0,4.0,3.0,5.0,25.0
cfd-original-female-indian-8,0,0,cfd-female-indian-8,cfd,original,female,indian,3.0,5.0,3.0,4.5,4.0,3.0,4.0,24.0
cfd-original-female-asian-20,0,0,cfd-female-asian-20,cfd,original,female,asian,3.0,5.0,3.0,4.5,4.5,2.0,3.5,50.0
cfd-beautified-female-asian-13,2,2,cfd-female-asian-13,cfd,beautified,female,asian,5.5,6.0,4.0,5.0,4.0,4.0,5.0,24.0
cfd-beautified-male-latino-8,1,2,cfd-male-latino-8,cfd,beautified,male,latino,6.0,2.0,5.0,5.0,4.0,5.0,5.0,27.0
cfd-original-female-mixed-15,1,1,cfd-female-mixed-15,cfd,original,female,mixed,4.0,6.0,3.0,4.0,4.0,3.5,4.5,26.0
cfd-original-male-latino-15,0,1,cfd-male-latino-15,cfd,original,male,latino,4.0,2.0,5.0,5.0,5.0,3.0,5.0,29.0
cfd-beautified-male-indian-5,1,1,cfd-male-indian-5,cfd,beautified,male,indian,5.0,1.0,4.0,5.0,4.0,3.0,5.0,28.0
cfd-original-male-indian-13,1,1,cfd-male-indian-13,cfd,original,male,indian,4.0,1.5,5.0,5.0,5.0,3.0,4.5,28.0
cfd-beautified-female-mixed-1,2,2,cfd-female-mixed-1,cfd,beautified,female,mixed,6.0,7.0,4.0,5.0,5.0,4.0,5.0,24.0
cfd-beautified-male-latino-21,1,1,cfd-male-latino-21,cfd,beautified,male,latino,5.0,2.0,4.0,4.0,4.0,4.0,4.0,29.5
cfd-original-female-black-11,0,0,cfd-female-black-11,cfd,original,female,black,3.0,4.0,3.0,4.0,4.0,4.0,4.0,41.0
cfd-original-male-latino-13,0,0,cfd-male-latino-13,cfd,original,male,latino,3.0,2.0,4.0,4.0,3.0,5.0,4.0,32.0
cfd-beautified-male-asian-16,1,1,cfd-male-asian-16,cfd,beautified,male,asian,4.0,2.0,4.0,5.0,4.0,3.0,4.0,35.0
cfd-original-female-mixed-24,0,0,cfd-female-mixed-24,cfd,original,female,mixed,3.0,3.0,3.0,4.0,4.0,3.5,4.0,27.5
cfd-beautified-female-mixed-8,2,2,cfd-female-mixed-8,cfd,beautified,female,mixed,7.0,7.0,5.0,4.0,5.0,4.0,5.0,23.0
cfd-beautified-male-indian-21,0,1,cfd-male-indian-21,cfd,beautified,male,indian,5.0,1.0,4.0,4.0,4.0,4.0,4.0,35.0
cfd-beautified-male-latino-10,1,1,cfd-male-latino-10,cfd,beautified,male,latino,5.0,1.5,4.0,4.0,4.0,2.5,5.0,29.0
cfd-original-female-black-18,0,0,cfd-female-black-18,cfd,original,female,black,2.0,5.0,3.0,4.0,4.0,4.0,4.0,31.0
cfd-original-male-asian-14,0,1,cfd-male-asian-14,cfd,original,male,asian,4.0,2.0,3.0,5.0,4.0,4.0,4.0,22.0
faces-original-female-young-19,1,1,faces-female-young-19,faces,original,female,young,5.0,6.0,4.0,5.0,5.0,3.0,5.0,27.0
faces-original-male-middle-18,0,0,faces-male-middle-18,faces,original,male,middle,3.0,1.0,3.0,4.0,3.5,2.0,3.0,58.5
faces-beautified-male-old-8,0,1,faces-male-old-8,faces,beautified,male,old,4.0,2.0,4.0,5.0,4.0,3.0,4.5,65.0
faces-original-male-young-16,1,1,faces-male-young-16,faces,original,male,young,4.0,2.0,3.0,4.0,4.0,2.5,4.0,20.5
faces-beautified-female-middle-5,2,1,faces-female-middle-5,faces,beautified,female,middle,5.0,6.0,4.0,5.0,4.0,4.0,5.0,32.0
faces-original-male-old-24,0,0,faces-male-old-24,faces,original,male,old,3.0,1.0,3.0,4.0,4.0,2.5,4.0,70.0
cfd-original-female-latino-3,0,0,cfd-female-latino-3,cfd,original,female,latino,3.0,4.0,3.5,4.0,4.0,3.5,4.0,33.0
cfd-beautified-female-asian-25,2,1,cfd-female-asian-25,cfd,beautified,female,asian,5.0,6.0,5.0,4.0,5.0,4.0,5.0,26.0
cfd-beautified-female-indian-12,1,1,cfd-female-indian-12,cfd,beautified,female,indian,5.0,6.0,5.0,5.0,5.0,2.0,5.0,22.5
cfd-original-female-asian-1,0,0,cfd-female-asian-1,cfd,original,female,asian,3.0,5.0,3.0,4.0,4.0,4.0,3.5,35.0
cfd-original-male-mixed-20,1,1,cfd-male-mixed-20,cfd,original,male,mixed,4.0,3.0,4.0,4.0,4.0,3.0,4.0,26.0
cfd-beautified-male-white-6,1,1,cfd-male-white-6,cfd,beautified,male,white,5.0,2.0,4.0,5.0,4.0,2.0,5.0,33.0
cfd-beautified-female-latino-19,2,2,cfd-female-latino-19,cfd,beautified,female,latino,6.0,6.0,5.0,5.0,4.0,3.0,5.0,26.0
cfd-original-female-latino-9,2,1,cfd-female-latino-9,cfd,original,female,latino,5.0,6.0,4.0,4.0,4.0,2.0,4.0,28.0
cfd-beautified-female-asian-23,1,2,cfd-female-asian-23,cfd,beautified,female,asian,6.0,6.5,4.0,5.0,5.0,3.0,5.0,24.0
cfd-beautified-male-indian-25,1,1,cfd-male-indian-25,cfd,beautified,male,indian,5.0,1.0,4.0,5.0,5.0,3.0,4.0,35.0
cfd-original-female-asian-24,2,1,cfd-female-asian-24,cfd,original,female,asian,5.0,5.0,4.0,4.5,5.0,3.0,4.0,30.0
cfd-original-female-mixed-5,0,0,cfd-female-mixed-5,cfd,original,female,mixed,3.0,4.0,2.0,4.0,4.0,3.0,3.0,30.0
cfd-original-male-white-20,1,1,cfd-male-white-20,cfd,original,male,white,4.0,2.0,3.0,4.0,4.0,3.0,4.0,21.0
cfd-beautified-female-asian-4,2,2,cfd-female-asian-4,cfd,beautified,female,asian,6.0,6.0,4.0,5.0,5.0,3.0,4.0,25.0
cfd-original-male-white-1,0,0,cfd-male-white-1,cfd,original,male,white,3.0,1.0,4.0,4.0,4.0,2.5,4.0,42.5
cfd-beautified-male-latino-12,2,1,cfd-male-latino-12,cfd,beautified,male,latino,5.0,1.0,4.0,5.0,4.0,3.0,4.0,26.0
cfd-original-female-asian-17,0,0,cfd-female-asian-17,cfd,original,female,asian,3.0,5.0,3.0,4.0,4.0,5.0,4.0,27.0
cfd-original-male-black-21,0,0,cfd-male-black-21,cfd,original,male,black,3.0,1.0,3.0,4.0,4.0,4.0,3.5,32.0
cfd-original-male-latino-10,0,0,cfd-male-latino-10,cfd,original,male,latino,2.0,1.0,3.0,4.0,4.0,3.0,4.0,43.0
cfd-beautified-male-mixed-13,0,1,cfd-male-mixed-13,cfd,beautified,male,mixed,5.0,2.0,5.0,5.0,5.0,3.0,5.0,30.0
cfd-beautified-female-latino-23,2,1,cfd-female-latino-23,cfd,beautified,female,latino,5.0,6.0,5.0,5.0,5.0,3.0,5.0,23.0
cfd-beautified-male-black-24,1,1,cfd-male-black-24,cfd,beautified,male,black,4.0,2.0,4.0,5.0,4.0,5.0,4.0,33.0
cfd-beautified-male-white-25,2,1,cfd-male-white-25,cfd,beautified,male,white,5.0,1.0,4.0,5.0,4.0,4.0,4.0,30.0
cfd-original-male-white-3,2,1,cfd-male-white-3,cfd,original,male,white,3.5,2.0,3.0,4.0,4.0,2.0,4.0,27.0
faces-original-male-young-15,1,1,faces-male-young-15,faces,original,male,young,4.0,1.0,3.0,5.0,3.0,2.0,3.0,31.0
faces-original-male-middle-16,0,0,faces-male-middle-16,faces,original,male,middle,3.0,1.0,2.0,4.0,3.0,3.0,3.0,53.0
faces-beautified-female-middle-24,2,1,faces-female-middle-24,faces,beautified,female,middle,5.0,6.0,4.0,5.0,4.0,4.0,5.0,33.0
faces-beautified-female-young-13,2,2,faces-female-young-13,faces,beautified,female,young,6.0,6.0,4.0,4.0,4.0,3.0,5.0,22.0
faces-beautified-male-old-23,1,1,faces-male-old-23,faces,beautified,male,old,4.0,1.0,3.0,4.0,4.0,2.0,4.0,57.0
faces-beautified-male-young-27,2,1,faces-male-young-27,faces,beautified,male,young,5.0,3.0,5.0,4.0,4.0,3.0,5.0,20.0
faces-original-female-middle-4,0,0,faces-female-middle-4,faces,original,female,middle,3.0,5.0,3.0,4.0,4.0,3.0,3.5,55.5
cfd-beautified-male-black-19,2,2,cfd-male-black-19,cfd,beautified,male,black,6.0,1.0,5.0,5.0,5.0,3.0,5.0,30.0
cfd-beautified-male-mixed-7,1,1,cfd-male-mixed-7,cfd,beautified,male,mixed,4.0,2.0,5.0,5.0,5.0,3.0,5.0,20.5
cfd-original-male-black-15,1,1,cfd-male-black-15,cfd,original,male,black,4.0,1.0,3.0,4.0,4.0,3.0,4.0,26.0
cfd-original-female-asian-15,0,0,cfd-female-asian-15,cfd,original,female,asian,3.0,5.0,3.0,4.0,4.0,3.0,4.0,42.0
cfd-original-female-latino-23,0,0,cfd-female-latino-23,cfd,original,female,latino,3.0,5.0,4.0,4.0,4.0,3.0,4.0,26.0
faces-beautified-female-middle-17,2,1,faces-female-middle-17,faces,beautified,female,middle,5.0,6.0,5.0,5.0,5.0,4.0,5.0,39.0
faces-beautified-male-middle-17,1,1,faces-male-middle-17,faces,beautified,male,middle,4.0,2.0,3.0,5.0,4.0,2.0,4.0,39.0
faces-beautified-female-old-18,1,1,faces-female-old-18,faces,beautified,female,old,4.0,6.0,4.0,5.0,5.0,3.0,5.0,63.0
faces-original-male-middle-20,0,0,faces-male-middle-20,faces,original,male,middle,3.0,1.0,3.0,4.0,4.0,2.0,4.0,56.0
faces-original-male-young-2,2,1,faces-male-young-2,faces,original,male,young,5.0,3.0,4.0,5.0,4.0,3.0,5.0,22.0
cfd-original-female-asian-4,1,1,cfd-female-asian-4,cfd,original,female,asian,4.0,5.0,3.0,5.0,4.0,3.0,4.0,30.0
cfd-original-male-black-20,1,1,cfd-male-black-20,cfd,original,male,black,4.0,1.0,4.0,4.0,4.0,2.0,4.0,25.0
